Team,Opp,Date,Number,Round,Game,Location,W/L,Importance,Points,Oppo,Diff,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
Heat,SAS,6/12/2014,4,4,19,Home,L,0,86,107,-21,32,71,0.451,9,22,0.409,13,20,0.65,6,27,13,7,1,13,25,40,70,0.571,9,21,0.429,18,25,0.72,12,44,25,8,4,14,19,102.5,127.6,83.9,0.282,0.31,0.539,38,40.6,8.3,2,0.514,14,15.8,0.183,0.636,14.7,63.6,0.257
Heat,SAS,6/15/2014,5,4,20,Away,L,1,87,104,-17,30,75,0.4,7,25,0.28,20,27,0.741,5,41,14,5,4,10,23,37,78,0.474,12,26,0.462,18,23,0.783,6,40,25,5,4,8,21,97.4,116.5,89.3,0.36,0.333,0.501,50.6,46.7,5.6,7.7,0.447,10.3,12.8,0.267,0.551,8.3,85.7,0.231
Kings,UTA,4/19/2003,1,1,1,Home,W,0,96,90,6,29,69,0.42,8,12,0.667,30,37,0.811,13,38,20,10,6,15,17,37,79,0.468,1,8,0.125,15,19,0.789,13,37,22,8,5,17,32,111.6,104.7,86,0.536,0.174,0.563,50.7,69,11.6,8.5,0.478,15,35.1,0.435,0.475,16.3,65.8,0.19
Kings,UTA,4/21/2003,2,1,2,Home,W,0,108,95,13,44,82,0.537,4,14,0.286,16,21,0.762,15,38,27,8,3,14,20,35,77,0.455,4,14,0.286,21,25,0.84,13,34,20,10,5,15,19,124.7,109.7,86.6,0.256,0.171,0.592,52.8,61.4,9.2,4.8,0.561,13.3,41.7,0.195,0.481,14.6,63.9,0.273
Kings,UTA,4/26/2003,3,1,3,Away,L,0,104,107,-3,38,84,0.452,8,20,0.4,20,28,0.714,17,40,21,2,9,14,34,35,79,0.443,2,3,0.667,35,49,0.714,16,43,23,8,9,7,21,117.9,121.3,88.2,0.333,0.238,0.54,48.2,55.3,2.3,11.8,0.5,12.7,38.6,0.238,0.456,6.5,59,0.443
Kings,UTA,4/28/2003,4,1,4,Away,W,0,99,82,17,41,90,0.456,6,15,0.4,11,15,0.733,11,39,17,14,8,7,24,28,72,0.389,1,3,0.333,25,30,0.833,13,47,17,5,9,22,23,109.2,90.5,90.6,0.167,0.167,0.512,45.3,41.5,15.4,11.6,0.489,6.8,24.4,0.122,0.396,20.5,68.3,0.347
Kings,UTA,4/30/2003,5,1,5,Home,W,1,111,91,20,38,72,0.528,4,10,0.4,31,40,0.775,11,40,21,10,3,17,26,34,82,0.415,1,6,0.167,22,27,0.815,15,35,23,5,0,16,29,121.1,99.2,91.7,0.556,0.139,0.619,53.3,55.3,10.9,3.9,0.556,15.9,35.5,0.431,0.421,14.6,65.9,0.268
Kings,DAL,5/6/2003,1,2,6,Away,W,0,124,113,11,44,80,0.55,9,21,0.429,27,33,0.818,9,43,31,11,3,14,23,46,98,0.469,8,24,0.333,13,18,0.722,16,42,25,4,5,13,23,125.4,114.3,98.8,0.413,0.263,0.656,50.6,70.5,11.1,4.1,0.606,12.9,25.7,0.338,0.51,10.9,68,0.133
Kings,DAL,5/8/2003,2,2,7,Away,L,0,110,132,-22,37,79,0.468,9,22,0.409,27,34,0.794,12,44,27,7,3,18,23,51,99,0.515,17,32,0.531,13,18,0.722,14,46,23,5,4,11,25,110,132.1,100,0.43,0.278,0.585,48.9,73,7,4.5,0.525,16.1,27.3,0.342,0.601,9.3,69.6,0.131
Kings,DAL,5/10/2003,3,2,8,Home,L,0,137,141,-4,52,108,0.481,9,26,0.346,24,36,0.667,16,60,25,5,1,14,25,53,110,0.482,19,42,0.452,16,20,0.8,11,47,28,7,2,10,31,117.2,120.6,96.7,0.333,0.241,0.553,56.1,48.1,4.3,1.5,0.523,10.2,30.8,0.222,0.568,7.8,80,0.145
Kings,DAL,5/11/2003,4,2,9,Home,W,0,99,83,16,40,90,0.444,3,21,0.143,16,23,0.696,9,47,25,9,5,9,19,36,95,0.379,3,20,0.15,8,15,0.533,17,53,16,4,3,16,22,101.5,85.1,97.5,0.256,0.233,0.494,47,62.5,9.2,6.7,0.461,8.2,20,0.178,0.395,13.6,69.1,0.084
Kings,DAL,5/13/2003,5,2,10,Away,L,0,93,112,-19,33,92,0.359,7,18,0.389,20,27,0.741,17,53,19,2,3,13,32,38,86,0.442,7,23,0.304,29,36,0.806,15,58,23,8,11,11,25,95.8,115.3,97.1,0.293,0.196,0.448,47.7,57.6,2.1,4.8,0.397,11.1,28.3,0.217,0.483,9.7,70.6,0.337
Kings,DAL,5/15/2003,6,2,11,Home,W,0,115,109,6,39,94,0.415,6,17,0.353,31,32,0.969,15,47,18,8,3,9,16,40,82,0.488,10,26,0.385,19,22,0.864,6,38,16,4,9,14,23,118.1,112,97.4,0.34,0.181,0.532,55.3,46.2,8.2,5.4,0.447,7.7,31.9,0.33,0.549,13.2,84.2,0.232
Kings,DAL,5/17/2003,7,2,12,Away,L,1,99,112,-13,36,86,0.419,8,25,0.32,19,24,0.792,9,43,20,4,10,9,17,45,91,0.495,11,20,0.55,11,16,0.688,8,48,27,6,5,7,19,104.3,118,94.9,0.279,0.291,0.513,47.3,55.6,4.2,14.1,0.465,8.5,18.4,0.221,0.555,6.7,81,0.121
Lakers,HOU,4/17/2004,1,1,1,Home,W,0,72,71,1,25,76,0.329,6,15,0.4,16,28,0.571,13,41,21,11,4,15,20,29,76,0.382,2,12,0.167,11,16,0.688,12,51,13,8,5,20,22,81.9,80.7,87.9,0.368,0.197,0.408,44.6,84,12.5,6.3,0.368,14.5,25,0.211,0.395,19.4,70,0.145
Lakers,HOU,4/19/2004,2,1,2,Home,W,0,98,84,14,34,75,0.453,7,15,0.467,23,27,0.852,7,38,27,4,6,8,24,31,71,0.437,3,10,0.3,19,30,0.633,9,36,20,4,3,10,21,116.6,99.9,84.1,0.36,0.2,0.564,51.4,79.4,4.8,9.8,0.5,8.4,20.6,0.307,0.458,10.6,77.5,0.268
Lakers,HOU,4/23/2004,3,1,3,Away,L,0,91,102,-11,36,83,0.434,5,14,0.357,14,24,0.583,12,42,23,9,4,5,21,37,77,0.481,9,16,0.563,19,27,0.704,10,49,21,1,2,11,18,104.7,117.3,86.9,0.289,0.169,0.486,46.2,63.9,10.4,6.6,0.464,5.1,23.5,0.169,0.539,11,75,0.247
Lakers,HOU,4/25/2004,4,1,4,Away,W,0,92,88,4,35,82,0.427,3,9,0.333,19,34,0.559,11,43,20,9,2,11,21,34,80,0.425,4,22,0.182,16,19,0.842,8,48,19,6,3,16,28,97.1,92.9,85.8,0.415,0.11,0.474,47.3,57.1,9.5,3.4,0.445,10.2,21.6,0.232,0.45,15.3,80,0.2
Lakers,HOU,4/28/2004,5,1,5,Home,W,1,97,78,19,39,78,0.5,2,14,0.143,17,27,0.63,7,38,31,17,4,12,22,28,68,0.412,5,16,0.313,17,22,0.773,9,38,13,7,5,22,25,106.7,85.8,90.9,0.346,0.179,0.54,50,79.5,18.7,7.7,0.513,11.8,19.4,0.218,0.449,22.1,77.5,0.25
Lakers,SAS,5/2/2004,1,2,6,Away,L,0,78,88,-10,26,69,0.377,4,10,0.4,22,33,0.667,12,45,16,5,6,21,20,37,79,0.468,5,17,0.294,9,21,0.429,9,40,16,11,3,15,26,85.2,96.1,91.6,0.478,0.145,0.467,52.9,61.5,5.5,9.7,0.406,20.1,27.9,0.319,0.5,14.5,78.6,0.114
Lakers,SAS,5/5/2004,2,2,7,Away,L,0,85,95,-10,38,74,0.514,2,12,0.167,7,18,0.389,12,42,18,3,2,15,21,36,69,0.522,5,16,0.313,18,30,0.6,6,33,17,9,2,8,25,101.5,113.5,83.7,0.243,0.162,0.519,56,47.4,3.6,3.8,0.527,15.5,30.8,0.095,0.558,8.9,83.3,0.261
Lakers,SAS,5/9/2004,3,2,8,Home,W,0,105,81,24,37,65,0.569,6,16,0.375,25,40,0.625,8,41,29,12,9,19,24,29,85,0.341,11,27,0.407,12,22,0.545,19,45,18,9,2,19,27,114.2,88.1,91.9,0.615,0.246,0.636,47.7,78.4,13.1,15.5,0.615,18.7,23.5,0.385,0.406,16.7,63.5,0.141
Lakers,SAS,5/11/2004,4,2,9,Home,W,0,98,90,8,36,72,0.5,2,6,0.333,24,32,0.75,6,37,21,7,5,6,21,32,79,0.405,8,17,0.471,18,22,0.818,12,41,26,4,3,13,24,114.6,105.3,85.5,0.444,0.083,0.569,47.4,58.3,8.2,8.1,0.514,6.5,17.1,0.333,0.456,12.8,72.1,0.228
Lakers,SAS,5/13/2004,5,2,10,Away,W,0,74,73,1,31,72,0.431,6,15,0.4,6,13,0.462,4,39,18,8,5,14,18,29,76,0.382,6,23,0.261,9,17,0.529,13,47,16,8,4,16,16,86.2,85,85.9,0.181,0.208,0.476,45.3,58.1,9.3,9.4,0.472,15.3,10.5,0.083,0.421,16.1,72.9,0.118
Lakers,SAS,5/15/2004,6,2,11,Home,W,1,88,76,12,29,65,0.446,6,17,0.353,24,41,0.585,8,39,19,7,5,11,23,26,86,0.302,3,24,0.125,21,26,0.808,21,49,14,6,3,14,29,104.6,90.3,84.2,0.631,0.262,0.53,44.3,65.5,8.3,8.1,0.492,11.7,22.2,0.369,0.32,12.6,59.6,0.244
Lakers,MIN,5/21/2004,1,3,12,Away,W,0,97,88,9,37,78,0.474,6,15,0.4,17,23,0.739,7,38,29,7,4,8,16,34,69,0.493,6,16,0.375,14,15,0.933,3,35,18,4,3,15,21,111.5,101.1,87,0.295,0.192,0.55,52.1,78.4,8,7.5,0.513,8.3,17.9,0.218,0.536,16.6,91.2,0.203
Lakers,MIN,5/23/2004,2,3,13,Away,L,0,71,89,-18,25,68,0.368,6,18,0.333,15,29,0.517,14,45,14,3,3,11,17,33,74,0.446,7,21,0.333,16,19,0.842,10,41,25,7,6,8,25,91.5,114.7,77.6,0.426,0.265,0.44,52.3,56,3.9,5.7,0.412,12,31.1,0.221,0.493,8.9,75.6,0.216
Lakers,MIN,5/25/2004,3,3,14,Home,W,0,100,89,11,34,66,0.515,7,15,0.467,25,43,0.581,12,39,29,8,5,13,19,34,76,0.447,9,22,0.409,12,14,0.857,9,35,19,7,1,16,36,116.4,103.6,85.9,0.652,0.227,0.589,52.7,85.3,9.3,9.3,0.568,13.3,31.6,0.379,0.507,16.3,75,0.158
Lakers,MIN,5/27/2004,4,3,15,Home,W,0,92,85,7,34,82,0.415,3,17,0.176,21,31,0.677,18,52,25,4,5,9,21,32,84,0.381,5,17,0.294,16,21,0.762,12,41,19,4,2,10,30,107.2,99.1,85.8,0.378,0.207,0.481,55.9,73.5,4.7,7.5,0.433,8.6,38.3,0.256,0.411,9.7,73.9,0.19
Lakers,MIN,5/29/2004,5,3,16,Away,L,0,96,98,-2,38,76,0.5,7,22,0.318,13,24,0.542,7,40,24,3,5,12,27,35,80,0.438,2,12,0.167,26,32,0.813,8,42,14,7,3,5,22,107.2,109.5,89.5,0.316,0.289,0.555,48.8,63.2,3.4,7.4,0.546,12.2,17.1,0.171,0.45,5,80.5,0.325
Lakers,MIN,5/31/2004,6,3,17,Home,W,1,96,90,6,35,78,0.449,9,21,0.429,17,36,0.472,14,38,31,8,5,10,26,32,74,0.432,2,9,0.222,24,26,0.923,12,48,17,4,5,18,31,108.5,101.7,88.5,0.462,0.269,0.512,44.2,88.6,9,7.7,0.506,9.6,28,0.218,0.446,17.4,66.7,0.324
Lakers,DET,6/6/2004,1,4,18,Home,L,0,75,87,-12,29,73,0.397,3,13,0.231,14,18,0.778,13,37,15,8,4,15,25,30,65,0.462,6,12,0.5,21,30,0.7,9,36,19,9,4,14,17,93.4,108.3,80.3,0.247,0.178,0.463,50.7,51.7,10,7.5,0.418,15.6,32.5,0.192,0.508,15.2,72.7,0.323
Lakers,DET,6/8/2004,2,4,19,Home,W,0,99,91,8,38,80,0.475,6,17,0.353,17,25,0.68,9,38,28,7,3,14,27,32,81,0.395,6,12,0.5,21,31,0.677,19,46,19,6,6,14,23,110.4,101.4,81.2,0.313,0.213,0.544,45.2,73.7,7.8,4.3,0.513,13.3,25,0.213,0.432,12.9,60.4,0.259
Lakers,DET,6/10/2004,3,4,20,Away,L,0,68,88,-20,27,74,0.365,6,27,0.222,8,13,0.615,7,39,19,7,4,16,28,31,76,0.408,5,15,0.333,21,30,0.7,15,51,17,11,4,11,16,79.7,103.1,85.3,0.176,0.365,0.426,43.3,70.4,8.2,6.6,0.405,16.7,16.3,0.108,0.441,11,68.1,0.276
Lakers,DET,6/13/2004,4,4,21,Away,L,0,80,88,-8,33,78,0.423,3,16,0.188,11,22,0.5,9,38,23,4,1,10,35,29,68,0.426,2,13,0.154,28,41,0.683,9,45,16,5,4,12,20,92.1,101.3,86.8,0.282,0.205,0.456,45.8,69.7,4.6,1.8,0.442,10.2,20,0.141,0.441,12.2,76.3,0.412
Lakers,DET,6/15/2004,5,4,22,Away,L,1,87,100,-13,31,75,0.413,4,16,0.25,21,33,0.636,14,36,18,10,2,11,27,35,76,0.461,2,14,0.143,28,39,0.718,20,50,18,8,2,12,27,104.2,119.8,83.5,0.44,0.213,0.486,41.9,58.1,12,3.2,0.44,10.9,31.8,0.28,0.474,11.4,52.4,0.368
Lakers,SAS,4/21/2013,1,5,1,Away,L,0,79,91,-12,30,73,0.411,3,15,0.2,16,24,0.667,6,44,15,8,4,18,20,32,85,0.376,7,22,0.318,20,25,0.8,8,43,20,12,3,9,21,84,96.8,94,0.329,0.205,0.473,50.6,50,8.5,6.3,0.432,17.7,14.6,0.219,0.418,8.6,82.6,0.235
Lakers,SAS,4/24/2013,2,5,2,Away,L,0,91,102,-11,37,82,0.451,8,22,0.364,9,13,0.692,12,40,18,5,9,13,20,42,82,0.512,7,14,0.5,11,14,0.786,9,37,21,7,7,8,17,106.5,119.3,85.5,0.159,0.268,0.519,51.9,48.6,5.8,13.2,0.5,12.9,30,0.11,0.555,8.3,75.7,0.134
Lakers,SAS,4/26/2013,3,5,3,Home,L,0,89,120,-31,35,81,0.432,4,20,0.2,15,25,0.6,9,35,19,8,3,13,15,52,85,0.612,5,16,0.313,11,15,0.733,8,49,30,9,7,14,20,92.8,125.1,95.9,0.309,0.247,0.484,41.7,54.3,8.3,4.3,0.457,12.4,18,0.185,0.641,13.3,76.5,0.129
Lakers,SAS,4/28/2013,4,5,4,Home,L,1,82,103,-21,36,76,0.474,5,17,0.294,5,12,0.417,7,41,22,2,5,21,15,39,84,0.464,5,16,0.313,20,23,0.87,10,40,24,13,3,8,14,89.2,112,92,0.158,0.224,0.504,50.6,61.1,2.2,7.4,0.507,20.5,18.9,0.066,0.494,7.8,77.3,0.238
Mavericks,POR,4/19/2003,1,1,1,Home,W,0,96,86,10,34,73,0.466,8,18,0.444,20,24,0.833,7,40,18,3,9,10,16,35,82,0.427,5,18,0.278,11,21,0.524,17,48,17,8,1,12,25,112.8,101,85.1,0.329,0.247,0.574,45.5,52.9,3.5,14.1,0.521,10.7,18.4,0.274,0.457,11.6,66,0.134
Mavericks,POR,4/23/2003,2,1,2,Home,W,0,103,99,4,38,78,0.487,12,25,0.48,15,18,0.833,10,38,20,8,0,14,25,33,70,0.471,7,16,0.438,26,37,0.703,12,38,15,9,2,13,20,118.9,114.3,86.6,0.231,0.321,0.599,50,52.6,9.2,0,0.564,14,27.8,0.192,0.521,13.1,70,0.371
Mavericks,POR,4/25/2003,3,1,3,Away,W,0,115,103,12,42,83,0.506,13,29,0.448,18,21,0.857,10,34,27,8,2,6,26,33,76,0.434,6,17,0.353,31,39,0.795,21,49,26,4,0,17,22,133,119.1,86.5,0.253,0.349,0.623,41,64.3,9.2,3.4,0.584,6.1,26.3,0.217,0.474,15.4,53.3,0.408
Mavericks,POR,4/27/2003,4,1,4,Away,L,0,79,98,-19,31,83,0.373,5,20,0.25,12,13,0.923,10,44,18,6,6,15,28,31,75,0.413,6,15,0.4,30,42,0.714,8,43,24,9,2,8,19,87,107.9,90.8,0.157,0.241,0.445,50.6,58.1,6.6,10,0.404,14.5,22.2,0.145,0.453,7.9,81,0.4
Mavericks,POR,4/30/2003,5,1,5,Home,L,0,99,103,-4,36,73,0.493,3,11,0.273,24,29,0.828,11,32,18,6,2,11,24,39,86,0.453,7,25,0.28,18,23,0.783,20,48,23,6,5,16,25,115.7,120.4,85.6,0.397,0.151,0.577,40,50,7,3.3,0.514,11.4,28.2,0.329,0.494,14.3,51.2,0.209
Mavericks,POR,5/2/2003,6,1,6,Away,L,0,103,125,-22,39,92,0.424,9,17,0.529,16,21,0.762,17,32,26,6,2,11,23,49,82,0.598,4,9,0.444,23,25,0.92,14,45,32,3,6,15,22,113.6,137.9,90.6,0.228,0.185,0.509,41.6,66.7,6.6,2.7,0.473,9.8,35.4,0.174,0.622,13.9,51.7,0.28
Mavericks,POR,5/4/2003,7,1,7,Home,W,1,107,95,12,38,83,0.458,7,20,0.35,24,26,0.923,13,42,15,7,9,11,24,35,82,0.427,9,19,0.474,16,19,0.842,13,42,26,5,5,14,25,120.5,107,88.8,0.313,0.241,0.566,50,39.5,7.9,14.3,0.5,10.4,31,0.289,0.482,13.4,69,0.195
Mavericks,SAC,5/6/2003,1,2,8,Home,L,0,113,124,-11,46,98,0.469,8,24,0.333,13,18,0.722,16,42,25,4,5,13,23,44,80,0.55,9,21,0.429,27,33,0.818,9,43,31,11,3,14,23,114.3,125.4,98.8,0.184,0.245,0.533,49.4,54.3,4,8.5,0.51,10.9,32,0.133,0.606,12.9,74.3,0.338
Mavericks,SAC,5/8/2003,2,2,9,Home,W,0,132,110,22,51,99,0.515,17,32,0.531,13,18,0.722,14,46,23,5,4,11,25,37,79,0.468,9,22,0.409,27,34,0.794,12,44,27,7,3,18,23,132.1,110,100,0.182,0.323,0.617,51.1,45.1,5,7,0.601,9.3,30.4,0.131,0.525,16.1,72.7,0.342
Mavericks,SAC,5/10/2003,3,2,10,Away,W,0,141,137,4,53,110,0.482,19,42,0.452,16,20,0.8,11,47,28,7,2,10,31,52,108,0.481,9,26,0.346,24,36,0.667,16,60,25,5,1,14,25,120.6,117.2,96.7,0.182,0.382,0.593,43.9,52.8,6,2.4,0.568,7.8,20,0.145,0.523,10.2,69.2,0.222
Mavericks,SAC,5/11/2003,4,2,11,Away,L,0,83,99,-16,36,95,0.379,3,20,0.15,8,15,0.533,17,53,16,4,3,16,22,40,90,0.444,3,21,0.143,16,23,0.696,9,47,25,9,5,9,19,85.1,101.5,97.5,0.158,0.211,0.408,53,44.4,4.1,4.3,0.395,13.6,30.9,0.084,0.461,8.2,80,0.178
Mavericks,SAC,5/13/2003,5,2,12,Home,W,0,112,93,19,38,86,0.442,7,23,0.304,29,36,0.806,15,58,23,8,11,11,25,33,92,0.359,7,18,0.389,20,27,0.741,17,53,19,2,3,13,32,115.3,95.8,97.1,0.419,0.267,0.55,52.3,60.5,8.2,14.9,0.483,9.7,29.4,0.337,0.397,11.1,71.7,0.217
Mavericks,SAC,5/15/2003,6,2,13,Away,L,1,109,115,-6,40,82,0.488,10,26,0.385,19,22,0.864,6,38,16,4,9,14,23,39,94,0.415,6,17,0.353,31,32,0.969,15,47,18,8,3,9,16,112,118.1,97.4,0.268,0.317,0.594,44.7,40,4.1,11.7,0.549,13.2,15.8,0.232,0.447,7.7,68.1,0.33
Mavericks,SAC,5/17/2003,7,2,14,Home,W,1,112,99,13,45,91,0.495,11,20,0.55,11,16,0.688,8,48,27,6,5,7,19,36,86,0.419,8,25,0.32,19,24,0.792,9,43,20,4,10,9,17,118,104.3,94.9,0.176,0.22,0.571,52.7,60,6.3,8.2,0.555,6.7,19,0.121,0.465,8.5,81.6,0.221
Mavericks,SAS,5/19/2003,1,3,15,Away,W,0,113,110,3,29,72,0.403,6,16,0.375,49,50,0.98,10,46,10,4,5,14,36,36,74,0.486,7,20,0.35,31,48,0.646,7,37,23,9,1,9,36,118.9,115.7,95,0.694,0.222,0.601,55.4,34.5,4.2,9.3,0.444,13,25,0.681,0.534,8.6,83.7,0.419
Mavericks,SAS,5/21/2003,2,3,16,Away,L,0,106,119,-13,37,90,0.411,12,30,0.4,20,22,0.909,8,41,22,9,2,11,26,39,81,0.481,4,11,0.364,37,45,0.822,10,51,24,7,6,14,22,104.4,117.2,101.5,0.244,0.333,0.532,44.6,59.5,8.9,2.9,0.478,9.9,16.3,0.222,0.506,12.2,76.7,0.457
Mavericks,SAS,5/23/2003,3,3,17,Home,L,0,83,96,-13,35,87,0.402,9,19,0.474,4,6,0.667,7,36,24,8,8,13,23,36,84,0.429,5,15,0.333,19,26,0.731,19,59,19,9,11,16,15,90.1,104.2,92.1,0.069,0.218,0.463,37.9,68.6,8.7,11.6,0.454,12.7,14.9,0.046,0.458,14.4,60.4,0.226
Mavericks,SAS,5/25/2003,4,3,18,Home,L,0,95,102,-7,37,85,0.435,12,31,0.387,9,13,0.692,14,40,15,5,7,13,22,35,76,0.461,6,23,0.261,26,31,0.839,14,49,19,11,6,11,18,110.1,118.2,86.3,0.153,0.365,0.524,44.9,40.5,5.8,13.2,0.506,12.5,28.6,0.106,0.5,10.9,65,0.342
Mavericks,SAS,5/27/2003,5,3,19,Away,W,1,103,91,12,36,83,0.434,8,22,0.364,23,23,1,11,42,16,9,2,11,25,31,70,0.443,5,22,0.227,24,38,0.632,9,38,24,4,11,14,19,115,101.6,89.6,0.277,0.265,0.553,52.5,44.4,10,4.2,0.482,10.6,27.5,0.277,0.479,13.9,77.5,0.343
Mavericks,SAS,5/29/2003,6,3,20,Home,L,1,78,90,-12,33,78,0.423,5,18,0.278,7,11,0.636,8,42,21,4,10,17,20,33,76,0.434,10,19,0.526,14,21,0.667,9,44,25,8,5,17,18,85.6,98.8,91.1,0.141,0.231,0.471,48.8,63.6,4.4,17.5,0.455,17,18.6,0.09,0.5,16.6,79.1,0.184
Mavericks,GSW,4/22/2007,1,1,1,Home,L,0,85,97,-12,30,85,0.353,6,19,0.316,19,25,0.76,19,50,16,10,6,13,18,35,81,0.432,10,30,0.333,17,22,0.773,14,45,16,7,6,14,22,97.6,111.4,87.1,0.294,0.224,0.443,52.6,53.3,11.5,11.8,0.388,11.9,38,0.224,0.494,13.4,68.9,0.21
Mavericks,GSW,4/25/2007,2,1,2,Home,W,0,112,99,13,37,76,0.487,1,16,0.063,37,43,0.86,12,41,15,14,9,15,23,36,76,0.474,4,20,0.2,23,27,0.852,8,34,9,7,5,24,29,114,100.7,98.3,0.566,0.211,0.59,54.7,40.5,14.2,16.1,0.493,13.6,31.6,0.487,0.5,21.5,78.4,0.303
Mavericks,GSW,4/27/2007,3,1,3,Away,L,0,91,109,-18,31,80,0.388,4,15,0.267,25,37,0.676,17,44,16,9,3,16,25,39,81,0.481,6,23,0.261,25,34,0.735,12,46,16,8,7,14,31,96.8,115.9,94,0.463,0.188,0.473,48.9,51.6,9.6,5.2,0.413,14.3,33.3,0.313,0.519,12.7,69.2,0.309
Mavericks,GSW,4/29/2007,4,1,4,Away,L,0,99,103,-4,35,80,0.438,9,25,0.36,20,26,0.769,15,49,18,6,8,16,28,34,74,0.459,12,31,0.387,23,37,0.622,10,34,16,8,4,10,23,111.9,116.4,88.5,0.325,0.313,0.541,59,51.4,6.8,18.6,0.494,14.9,38.5,0.25,0.541,10,77.3,0.311
Mavericks,GSW,5/1/2007,5,1,5,Home,W,0,118,112,6,40,79,0.506,10,21,0.476,28,36,0.778,11,44,22,7,2,14,23,39,83,0.47,16,35,0.457,18,26,0.692,11,38,23,8,1,15,28,122.9,116.7,96,0.456,0.266,0.622,53.7,55,7.3,4.2,0.57,12.9,28.9,0.354,0.566,13.7,75,0.217
Mavericks,GSW,5/3/2007,6,1,6,Away,L,1,86,111,-25,32,85,0.376,12,37,0.324,10,13,0.769,10,38,20,4,2,15,26,37,79,0.468,14,30,0.467,23,30,0.767,16,53,24,11,3,13,16,95.1,122.8,90.4,0.153,0.435,0.474,41.8,62.5,4.4,4.1,0.447,14.2,21.3,0.118,0.557,12.4,63.6,0.291
Nets,MIL,4/19/2003,1,1,1,Home,W,0,109,96,13,45,83,0.542,6,15,0.4,13,18,0.722,16,48,30,7,3,17,18,40,78,0.513,10,17,0.588,6,12,0.5,7,28,25,10,6,14,18,121.7,107.2,89.6,0.217,0.181,0.599,63.2,66.7,7.8,4.9,0.578,15.8,43.2,0.157,0.577,14.4,82.1,0.077
Nets,MIL,4/22/2003,2,1,2,Home,L,0,85,88,-3,32,76,0.421,3,13,0.231,18,22,0.818,11,45,25,4,1,18,25,38,76,0.5,3,15,0.2,9,20,0.45,6,34,22,9,5,14,22,93.7,97,90.7,0.289,0.171,0.496,57,78.1,4.4,1.6,0.441,17.4,28.2,0.237,0.52,14.2,85,0.118
Nets,MIL,4/24/2003,3,1,3,Away,W,0,103,101,2,36,79,0.456,8,18,0.444,23,28,0.821,11,40,23,4,3,16,28,35,83,0.422,6,19,0.316,25,29,0.862,9,38,20,8,2,10,28,110.8,108.6,93,0.354,0.228,0.564,51.3,63.9,4.3,4.7,0.506,14.9,27.5,0.291,0.458,9.5,76.3,0.301
Nets,MIL,4/26/2003,4,1,4,Away,L,0,114,119,-5,39,75,0.52,3,10,0.3,33,47,0.702,11,41,23,5,4,14,30,42,92,0.457,11,24,0.458,24,28,0.857,12,43,20,3,3,10,37,116.5,121.7,88.6,0.627,0.133,0.596,48.8,59,5.1,5.9,0.54,12.8,26.2,0.44,0.516,8.7,71.4,0.261
Nets,MIL,4/29/2003,5,1,5,Home,W,0,89,82,7,27,80,0.338,4,14,0.286,31,38,0.816,17,54,20,6,4,16,30,26,76,0.342,4,18,0.222,26,32,0.813,8,40,12,7,3,12,32,97.4,89.7,91.4,0.475,0.175,0.46,57.4,74.1,6.6,6.9,0.363,14.2,34.7,0.388,0.368,11.8,82.2,0.342
Nets,MIL,5/1/2003,6,1,6,Away,W,1,113,101,12,40,81,0.494,6,16,0.375,27,35,0.771,20,46,25,5,4,12,28,38,72,0.528,4,9,0.444,21,28,0.75,8,29,22,6,4,16,27,128.2,114.6,88.1,0.432,0.198,0.586,61.3,62.5,5.7,6.3,0.531,11.1,48.8,0.333,0.556,15.9,76.5,0.292
Nets,BOS,5/5/2003,1,2,7,Home,W,0,97,93,4,34,81,0.42,6,18,0.333,23,28,0.821,10,44,24,6,4,18,23,33,75,0.44,9,28,0.321,18,24,0.75,4,30,25,9,5,15,28,101.5,97.3,95.6,0.346,0.222,0.52,59.5,70.6,6.3,8.5,0.457,16.2,27.8,0.284,0.5,14.9,89.5,0.24
Nets,BOS,5/7/2003,2,2,8,Home,W,0,104,95,9,35,79,0.443,7,10,0.7,27,33,0.818,13,44,29,11,1,17,23,35,77,0.455,5,19,0.263,20,25,0.8,10,39,24,11,4,21,25,108.5,99.1,95.8,0.418,0.127,0.556,53,82.9,11.5,1.7,0.487,15.4,31,0.342,0.487,19.3,75.6,0.26
