Team,Opp,Date,Number,Round,Game,Location,W/L,Importance,Points,Oppo,Diff,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
Lakers,POR,4/26/1998,2,1,2,Home,W,0,108,99,9,33,67,0.493,8,17,0.471,34,52,0.654,9,29,23,11,8,10,20,38,74,0.514,6,15,0.4,17,21,0.81,10,34,28,7,7,17,31,123.8,113.5,87.2,0.776,0.254,0.601,46,69.7,12.6,13.6,0.552,10,27.3,0.507,0.554,17,66.7,0.23
Lakers,POR,4/28/1998,3,1,3,Away,L,0,94,99,-5,36,80,0.45,3,20,0.15,19,35,0.543,10,38,26,7,3,9,24,35,79,0.443,3,13,0.231,26,34,0.765,16,52,20,7,4,16,27,102,107.5,92.1,0.438,0.25,0.493,42.2,72.2,7.6,4.5,0.469,8.6,21.7,0.238,0.462,14.6,63.6,0.329
Lakers,POR,4/30/1998,4,1,4,Away,W,1,110,99,11,43,74,0.581,2,6,0.333,22,32,0.688,10,47,27,5,9,12,25,35,91,0.385,9,21,0.429,20,28,0.714,18,40,22,7,4,8,28,122.9,110.6,89.5,0.432,0.081,0.624,54,62.8,5.6,12.9,0.595,12,31.3,0.297,0.434,7.2,67.3,0.22
Lakers,SEA,5/4/1998,5,2,1,Away,L,0,92,106,-14,38,78,0.487,5,14,0.357,11,20,0.55,14,35,28,9,3,15,26,36,77,0.468,11,21,0.524,23,27,0.852,14,41,21,8,8,15,22,107.2,123.5,85.8,0.256,0.179,0.53,46.1,73.7,10.5,5.4,0.519,14.7,34.1,0.141,0.539,14.4,60,0.299
Lakers,SEA,5/6/1998,6,2,2,Away,W,0,92,68,24,32,74,0.432,7,19,0.368,21,25,0.84,19,54,21,7,9,16,25,25,76,0.329,4,16,0.25,14,22,0.636,12,32,14,6,9,14,26,112.9,83.4,81.5,0.338,0.257,0.541,62.8,65.6,8.6,15,0.48,15.8,48.7,0.284,0.355,14,74.5,0.184
Lakers,SEA,5/8/1998,7,2,3,Home,W,0,119,103,16,44,77,0.571,7,17,0.412,24,39,0.615,17,46,26,4,12,11,17,41,89,0.461,6,18,0.333,15,24,0.625,17,39,28,10,3,8,27,135.4,117.2,87.9,0.506,0.221,0.632,54.1,59.1,4.5,16.9,0.617,10.5,43.6,0.312,0.494,7.4,63,0.169
Lakers,SEA,5/10/1998,8,2,4,Home,W,0,112,100,12,43,80,0.538,9,19,0.474,17,28,0.607,19,39,30,9,10,9,18,39,78,0.5,8,13,0.615,14,19,0.737,16,38,21,8,3,14,23,137.5,122.8,81.5,0.35,0.238,0.607,50.6,69.8,11,15.4,0.594,8.9,46.3,0.213,0.551,13.9,55.6,0.179
Lakers,SEA,5/12/1998,9,2,5,Away,W,1,110,95,15,36,64,0.563,13,24,0.542,25,35,0.714,8,40,24,3,10,16,22,35,80,0.438,5,18,0.278,20,26,0.769,11,33,21,13,1,6,25,129.3,111.7,85,0.547,0.375,0.693,54.8,66.7,3.5,16.1,0.664,16.8,26.7,0.391,0.469,6.2,74.4,0.25
Lakers,UTA,5/16/1998,10,3,1,Away,L,0,77,112,-35,23,78,0.295,4,23,0.174,27,46,0.587,19,39,12,7,8,11,23,43,80,0.538,3,4,0.75,23,30,0.767,12,51,31,6,9,15,30,85.4,124.3,90.1,0.59,0.295,0.392,43.3,52.2,7.8,10.5,0.321,10.1,32.8,0.346,0.556,13.9,62.5,0.288
Lakers,UTA,5/18/1998,11,3,2,Away,L,0,95,99,-4,34,74,0.459,4,16,0.25,23,34,0.676,10,39,20,7,3,18,34,35,68,0.515,2,9,0.222,27,38,0.711,8,38,21,4,4,17,29,101.4,105.6,93.7,0.459,0.216,0.534,50.6,58.8,7.5,5.1,0.486,16.8,25,0.311,0.529,16.7,78.4,0.397
Lakers,UTA,5/22/1998,12,3,3,Home,L,0,98,109,-11,35,85,0.412,5,19,0.263,23,38,0.605,16,42,21,7,4,13,29,39,75,0.52,7,11,0.636,24,29,0.828,7,39,29,6,10,15,33,103.8,115.5,94.4,0.447,0.224,0.482,51.9,60,7.4,6.3,0.441,11.3,33.3,0.271,0.567,14.6,78.8,0.32
Lakers,UTA,5/24/1998,13,3,4,Home,L,1,92,96,-4,32,74,0.432,6,16,0.375,22,33,0.667,13,37,18,8,8,7,29,31,65,0.477,4,6,0.667,30,33,0.909,8,34,23,2,7,12,32,114.8,119.8,80.2,0.446,0.216,0.52,52.1,56.3,10,13.6,0.473,7.3,33.3,0.297,0.508,13.1,75,0.462
Mavericks,UTA,4/21/2001,1,1,1,Away,L,0,86,88,-2,31,72,0.431,7,20,0.35,17,18,0.944,9,37,15,4,6,16,23,33,80,0.413,3,10,0.3,19,27,0.704,19,48,24,7,5,15,22,101,103.4,85.1,0.25,0.278,0.538,43.5,48.4,4.7,8.6,0.479,16.7,23.7,0.236,0.431,14,59.6,0.238
Mavericks,UTA,4/24/2001,2,1,2,Away,L,0,98,109,-11,28,69,0.406,6,25,0.24,36,46,0.783,11,30,13,1,2,13,34,32,67,0.478,5,11,0.455,40,45,0.889,9,31,23,6,4,11,37,115.5,128.4,84.9,0.667,0.362,0.549,49.2,46.4,1.2,3.6,0.449,12.7,33.3,0.522,0.515,11.2,67.9,0.597
Mavericks,UTA,4/28/2001,3,1,3,Home,W,1,94,91,3,32,83,0.386,4,15,0.267,26,30,0.867,12,45,15,6,2,11,15,39,85,0.459,5,15,0.333,8,11,0.727,13,49,29,3,8,17,30,101.7,98.5,92.4,0.361,0.181,0.489,47.9,46.9,6.5,2.9,0.41,10.3,25,0.313,0.488,15.9,71.7,0.094
Mavericks,UTA,5/1/2001,4,1,4,Home,W,1,107,77,30,36,78,0.462,13,25,0.52,22,23,0.957,8,45,20,5,8,9,19,30,78,0.385,2,9,0.222,15,24,0.625,10,42,21,5,4,9,22,123.8,89.1,86.4,0.295,0.321,0.607,51.7,55.6,5.8,11.6,0.545,9.3,20,0.282,0.397,9.2,78.7,0.192
Mavericks,UTA,5/3/2001,5,1,5,Away,W,1,84,83,1,27,68,0.397,8,18,0.444,22,26,0.846,9,37,12,3,9,12,23,31,79,0.392,3,10,0.3,18,22,0.818,12,40,19,5,5,6,24,106.2,105,79.1,0.382,0.265,0.529,48.1,44.4,3.8,13,0.456,13.1,24.3,0.324,0.411,6.3,70,0.228
Mavericks,SAS,5/5/2001,6,2,1,Away,L,0,78,94,-16,30,81,0.37,3,16,0.188,15,17,0.882,9,42,18,5,9,12,28,32,73,0.438,6,13,0.462,24,37,0.649,11,50,19,6,5,12,24,87.4,105.4,89.2,0.21,0.198,0.441,45.7,60,5.6,15,0.389,11.9,18.8,0.185,0.479,11.8,75,0.329
Mavericks,SAS,5/7/2001,7,2,2,Away,L,0,86,100,-14,27,79,0.342,7,14,0.5,25,29,0.862,12,38,13,9,4,8,16,42,81,0.519,8,18,0.444,8,12,0.667,10,45,28,5,6,12,18,100.8,117.2,85.3,0.367,0.177,0.469,45.8,48.1,10.6,6.3,0.386,8,25.5,0.316,0.568,12.2,72.2,0.099
Mavericks,SAS,5/9/2001,8,2,3,Home,L,0,90,104,-14,33,95,0.347,9,17,0.529,15,22,0.682,21,48,19,8,6,11,28,36,75,0.48,10,21,0.476,22,32,0.688,14,54,23,7,5,18,23,98.1,113.3,91.8,0.232,0.179,0.43,47.1,57.6,8.7,11.1,0.395,9.5,34.4,0.158,0.547,16.8,65.9,0.293
Mavericks,SAS,5/12/2001,9,2,4,Home,W,1,112,108,4,45,93,0.484,4,11,0.364,18,19,0.947,12,41,29,6,6,7,28,37,76,0.487,5,15,0.333,29,41,0.707,14,47,20,4,2,12,23,121.3,116.9,92.4,0.204,0.118,0.552,46.6,64.4,6.5,9.8,0.505,6.5,26.7,0.194,0.52,11.3,67.4,0.382
Mavericks,SAS,5/14/2001,10,2,5,Away,L,1,87,105,-18,33,90,0.367,0,11,0,21,26,0.808,19,47,16,12,3,12,20,42,81,0.519,6,14,0.429,15,23,0.652,13,49,28,9,9,16,17,94.4,113.9,92.1,0.289,0.122,0.429,49,48.5,13,4.5,0.367,10.6,34.5,0.233,0.556,14.9,68.3,0.185
Mavericks,MIN,4/21/2002,1,1,1,Home,W,0,101,94,7,37,84,0.44,7,23,0.304,20,23,0.87,4,39,17,7,10,8,21,36,90,0.4,4,13,0.308,18,23,0.783,20,58,18,5,2,17,26,105.4,98.1,95.8,0.274,0.274,0.537,40.2,45.9,7.3,13,0.482,7.8,9.5,0.238,0.422,14.5,63.6,0.2
Mavericks,MIN,4/24/2002,2,1,2,Home,W,0,122,110,12,46,94,0.489,11,22,0.5,19,23,0.826,12,45,23,6,4,6,30,40,79,0.506,3,8,0.375,27,37,0.73,12,46,14,3,6,12,25,128.1,115.5,95.2,0.245,0.234,0.586,49.5,50,6.3,5.6,0.548,5.4,26.1,0.202,0.525,11.2,73.3,0.342
Mavericks,MIN,4/28/2002,3,1,3,Away,W,1,115,102,13,35,78,0.449,13,24,0.542,32,35,0.914,9,40,18,8,2,13,30,32,74,0.432,8,17,0.471,30,44,0.682,11,44,16,9,0,16,30,120.4,106.8,95.5,0.449,0.308,0.616,47.6,51.4,8.4,3.5,0.532,12.2,21.4,0.41,0.486,14.6,73.8,0.405
Mavericks,SAC,5/4/2002,4,2,1,Away,L,0,91,108,-17,35,90,0.389,6,23,0.261,15,22,0.682,13,43,13,4,5,14,25,43,93,0.462,4,18,0.222,18,25,0.72,17,53,27,9,5,13,22,93.9,111.4,96.9,0.244,0.256,0.456,44.8,37.1,4.1,6.7,0.422,12.3,26.5,0.167,0.484,11.1,63.8,0.194
Mavericks,SAC,5/6/2002,5,2,2,Away,W,0,110,102,8,42,87,0.483,7,19,0.368,19,24,0.792,11,48,17,5,7,15,23,38,93,0.409,7,21,0.333,19,25,0.76,15,47,26,6,4,13,22,110.9,102.9,99.2,0.276,0.218,0.564,50.5,40.5,5,9.7,0.523,13.3,25.6,0.218,0.446,11.1,71.2,0.204
Mavericks,SAC,5/9/2002,6,2,3,Home,L,0,119,125,-6,43,94,0.457,8,25,0.32,25,29,0.862,14,38,24,6,2,11,26,45,85,0.529,7,16,0.438,28,33,0.848,14,47,25,6,6,14,24,120.9,127,98.4,0.309,0.266,0.557,44.7,55.8,6.1,2.9,0.5,9.3,29.8,0.266,0.571,12.3,63.2,0.329
Mavericks,SAC,5/11/2002,7,2,4,Home,L,0,113,115,-2,40,93,0.43,9,23,0.391,24,26,0.923,14,42,22,9,4,16,26,40,84,0.476,4,15,0.267,31,40,0.775,15,54,19,11,6,18,24,109.7,111.7,93.3,0.28,0.247,0.541,43.8,55,8.7,5.8,0.478,13.3,26.4,0.258,0.5,15.1,65.1,0.369
Mavericks,SAC,5/13/2002,8,2,5,Away,L,1,101,114,-13,40,84,0.476,6,18,0.333,15,20,0.75,10,40,23,5,3,11,25,41,85,0.482,6,17,0.353,26,32,0.813,15,43,21,5,4,9,20,111.2,125.5,90.9,0.238,0.214,0.544,48.2,57.5,5.5,4.4,0.512,10.6,26.3,0.179,0.518,8.3,66.7,0.306
Sonics,PHO,4/25/1997,1,1,1,Home,L,0,101,106,-5,38,88,0.432,8,16,0.5,17,19,0.895,18,45,17,9,3,17,29,33,72,0.458,13,31,0.419,27,37,0.73,7,33,24,11,5,17,17,108.6,114,93,0.216,0.182,0.524,57.7,44.7,9.7,7.3,0.477,15,40.9,0.193,0.549,16.1,79.4,0.375
Sonics,PHO,4/27/1997,2,1,2,Home,W,0,122,78,44,45,92,0.489,9,28,0.321,23,30,0.767,14,50,24,14,9,12,30,21,78,0.269,5,24,0.208,31,38,0.816,16,49,16,7,5,22,27,123.6,79,98.7,0.326,0.304,0.58,50.5,53.3,14.2,16.7,0.538,10.2,29.8,0.25,0.301,18.8,69.2,0.397
Sonics,PHO,4/29/1997,3,1,3,Away,L,0,103,110,-7,35,83,0.422,12,30,0.4,21,26,0.808,14,42,24,8,6,13,23,37,79,0.468,11,29,0.379,25,32,0.781,11,42,22,9,9,12,18,113.5,121.2,90.8,0.313,0.361,0.545,50,68.6,8.8,12,0.494,12.1,31.1,0.253,0.538,11.4,71.8,0.316
Sonics,PHO,5/1/1997,4,1,4,Away,W,0,122,115,7,38,89,0.427,16,33,0.485,30,36,0.833,11,53,33,10,5,17,22,44,97,0.454,10,30,0.333,17,23,0.739,7,43,33,9,4,15,24,110.5,104.2,100,0.404,0.371,0.582,55.2,86.8,9.1,7.5,0.517,14,23.4,0.337,0.505,12.3,85.7,0.175
Sonics,PHO,5/3/1997,5,1,5,Home,W,1,116,92,24,41,82,0.5,9,25,0.36,25,31,0.806,13,43,29,8,1,11,18,37,87,0.425,12,31,0.387,6,9,0.667,9,35,19,5,3,14,24,126.8,100.5,91.5,0.378,0.305,0.606,55.1,70.7,8.7,1.8,0.555,10.3,33.3,0.305,0.494,13.3,76.9,0.069
Sonics,HOU,5/5/1997,6,2,1,Away,L,0,102,112,-10,41,85,0.482,10,22,0.455,10,13,0.769,12,39,26,11,5,13,22,41,73,0.562,15,28,0.536,15,19,0.789,5,38,30,9,6,17,16,111.5,122.5,91.4,0.153,0.259,0.562,50.6,63.4,12,11.1,0.541,12.5,26.7,0.118,0.664,17.3,84.4,0.205
Sonics,HOU,5/7/1997,7,2,2,Away,W,0,106,101,5,33,76,0.434,9,27,0.333,31,33,0.939,14,40,21,15,4,17,24,35,77,0.455,9,27,0.333,22,32,0.688,16,41,25,10,4,19,25,116.9,111.4,90.7,0.434,0.355,0.586,49.4,63.6,16.5,8,0.493,15.8,35.9,0.408,0.513,17.3,61.9,0.286
Sonics,HOU,5/9/1997,8,2,3,Home,L,0,93,97,-4,32,81,0.395,5,13,0.385,24,30,0.8,17,43,18,7,5,8,23,33,77,0.429,7,21,0.333,24,29,0.828,12,42,21,7,4,10,21,112.2,117,82.9,0.37,0.16,0.494,50.6,56.3,8.4,8.9,0.426,7.8,36.2,0.296,0.474,10,68.4,0.312
Sonics,HOU,5/11/1997,9,2,4,Home,L,0,106,110,-4,38,88,0.432,5,19,0.263,25,31,0.806,17,47,24,13,4,18,24,39,95,0.411,14,30,0.467,18,24,0.75,19,52,24,11,3,19,23,105.7,109.7,90.8,0.352,0.216,0.521,47.5,63.2,13,6.2,0.46,15,34,0.284,0.484,15.3,61.2,0.189
Sonics,HOU,5/13/1997,10,2,5,Away,W,1,100,94,6,35,73,0.479,6,18,0.333,24,31,0.774,10,32,21,6,2,9,25,30,78,0.385,5,27,0.185,29,38,0.763,20,46,17,9,1,11,23,122.8,115.4,81.4,0.425,0.247,0.577,41,60,7.4,3.9,0.521,9.4,27.8,0.329,0.417,10.4,52.4,0.372
Sonics,HOU,5/15/1997,11,2,6,Home,W,1,99,96,3,34,76,0.447,4,12,0.333,27,33,0.818,12,35,23,12,4,13,19,34,81,0.42,6,23,0.261,22,27,0.815,18,44,21,7,5,21,26,110.8,107.4,89.4,0.434,0.158,0.547,44.3,67.6,13.4,6.9,0.474,12.6,31.6,0.355,0.457,18.4,56.1,0.272
Sonics,HOU,5/17/1997,12,2,7,Away,L,1,91,96,-5,31,81,0.383,7,18,0.389,22,29,0.759,15,44,21,8,1,15,23,37,79,0.468,6,24,0.25,16,24,0.667,13,43,24,10,0,17,24,100.3,105.8,90.7,0.358,0.222,0.485,50.6,67.7,8.8,1.8,0.426,13.8,33.3,0.272,0.506,16,69,0.203
Sonics,MIN,4/24/1998,1,1,1,Home,W,0,108,83,25,42,91,0.462,5,21,0.238,19,24,0.792,13,51,25,8,4,8,21,31,92,0.337,3,16,0.188,18,21,0.857,19,53,19,6,2,12,22,116.9,89.9,92.4,0.264,0.231,0.532,49,59.5,8.7,5.3,0.489,7.3,27.7,0.209,0.353,10.6,66.7,0.196
Sonics,MIN,4/26/1998,2,1,2,Home,L,0,93,98,-5,35,76,0.461,8,25,0.32,15,21,0.714,12,37,22,6,6,14,27,37,86,0.43,5,14,0.357,19,23,0.826,20,49,23,7,5,9,25,111.7,117.7,83.2,0.276,0.329,0.546,43,62.9,7.2,8.3,0.513,14.1,29.3,0.197,0.459,8.6,55.6,0.221
Sonics,MIN,4/28/1998,3,1,3,Away,L,0,90,98,-8,36,78,0.462,4,19,0.211,14,17,0.824,13,42,21,6,4,13,25,34,71,0.479,10,21,0.476,20,26,0.769,8,29,25,7,5,10,20,110.1,119.9,81.7,0.218,0.244,0.526,59.2,58.3,7.3,8,0.487,13.2,38.2,0.179,0.549,10.8,78.4,0.282
Sonics,MIN,4/30/1998,4,1,4,Away,W,0,92,88,4,36,72,0.5,7,23,0.304,13,22,0.591,8,36,27,9,3,11,19,33,78,0.423,8,22,0.364,14,18,0.778,12,35,25,7,2,15,23,109.8,105,83.8,0.306,0.319,0.563,50.7,75,10.7,5.4,0.549,11.9,25.8,0.181,0.474,14.9,70,0.179
Sonics,MIN,5/2/1998,5,1,5,Home,W,1,97,84,13,31,66,0.47,8,18,0.444,27,29,0.931,11,39,20,13,2,18,20,31,72,0.431,11,25,0.44,11,14,0.786,9,31,24,10,4,19,23,114.8,99.4,84.5,0.439,0.273,0.616,55.7,64.5,15.4,4.3,0.53,18.6,33.3,0.409,0.507,19.6,75.7,0.153
Sonics,LAL,5/4/1998,6,2,1,Home,W,0,106,92,14,36,77,0.468,11,21,0.524,23,27,0.852,14,41,21,8,8,15,22,38,78,0.487,5,14,0.357,11,20,0.55,14,35,28,9,3,15,26,123.5,107.2,85.8,0.351,0.273,0.596,53.9,58.3,9.3,12.5,0.539,14.4,40,0.299,0.519,14.7,65.9,0.141
Sonics,LAL,5/6/1998,7,2,2,Home,L,0,68,92,-24,25,76,0.329,4,16,0.25,14,22,0.636,12,32,14,6,9,14,26,32,74,0.432,7,19,0.368,21,25,0.84,19,54,21,7,9,16,25,83.4,112.9,81.5,0.289,0.211,0.397,37.2,56,7.4,16.4,0.355,14,25.5,0.184,0.48,15.8,51.3,0.284
Sonics,LAL,5/8/1998,8,2,3,Away,L,0,103,119,-16,41,89,0.461,6,18,0.333,15,24,0.625,17,39,28,10,3,8,27,44,77,0.571,7,17,0.412,24,39,0.615,17,46,26,4,12,11,17,117.2,135.4,87.9,0.27,0.202,0.517,45.9,68.3,11.4,5,0.494,7.4,37,0.169,0.617,10.5,56.4,0.312
Sonics,LAL,5/10/1998,9,2,4,Away,L,0,100,112,-12,39,78,0.5,8,13,0.615,14,19,0.737,16,38,21,8,3,14,23,43,80,0.538,9,19,0.474,17,28,0.607,19,39,30,9,10,9,18,122.8,137.5,81.5,0.244,0.167,0.579,49.4,53.8,9.8,4.9,0.551,13.9,44.4,0.179,0.594,8.9,53.7,0.213
Sonics,LAL,5/12/1998,10,2,5,Home,L,1,95,110,-15,35,80,0.438,5,18,0.278,20,26,0.769,11,33,21,13,1,6,25,36,64,0.563,13,24,0.542,25,35,0.714,8,40,24,3,10,16,22,111.7,129.3,85,0.325,0.225,0.519,45.2,60,15.3,2.5,0.469,6.2,25.6,0.25,0.664,16.8,73.3,0.391
