"Month","Year","Dest","Freq","ArrDelay","NDays"
4,2007,"ITO",799,-2844,30
4,2007,"IYK",79,23,30
4,2007,"JAC",203,1407,30
4,2007,"JAN",1075,3875,30
4,2007,"JAX",2885,23289,30
4,2007,"JFK",10665,225233,30
4,2007,"JNU",305,-485,30
4,2007,"KOA",1378,-4318,30
4,2007,"KTN",180,888,30
4,2007,"LAN",414,4572,30
4,2007,"LAS",15226,95612,30
4,1996,"FAY",194,1272,30
4,1996,"FCA",62,464,30
4,1996,"FLL",2962,25455,30
4,1996,"FSD",369,2081,30
4,1996,"FWA",169,930,30
4,1996,"GEG",1189,5555,30
4,1996,"GFK",113,543,30
4,1996,"GNV",150,1397,30
4,1996,"GRB",251,1265,30
4,1996,"GRR",690,3813,30
4,2002,"DCA",5514,9347,30
4,2002,"DEN",9950,19110,30
4,2002,"DFW",23353,62639,30
4,2002,"DLG",15,168,30
4,2002,"DLH",193,1749,30
4,2002,"DRO",33,144,30
4,2002,"DSM",692,2477,30
4,2002,"DTW",11642,6686,30
4,2002,"DUT",60,199,30
4,2002,"EGE",65,188,30
4,2002,"ELP",1716,4227,30
4,2002,"EUG",90,145,30
4,2002,"EVV",116,1358,30
4,2002,"EWR",8729,2707,30
4,2002,"EYW",210,-13,30
4,2002,"FAI",406,1517,30
4,2002,"FAR",167,1236,30
4,2002,"FAT",264,-992,30
4,2002,"FCA",120,232,30
4,2002,"FLL",4339,14551,30
4,2002,"FNT",59,471,30
4,2002,"FSD",143,1383,30
4,2002,"FSM",232,599,30
4,2002,"FWA",176,2428,30
4,2002,"GEG",995,3396,30
4,2002,"GFK",83,951,30
4,2002,"GGG",116,314,30
4,2002,"GPT",90,-7,30
4,2002,"GRB",383,3474,30
4,2002,"GRR",877,5121,30
4,2002,"GSO",838,4970,30
4,2002,"GSP",390,3473,30
4,2002,"GTF",203,429,30
4,2002,"GUC",5,-11,30
4,2002,"HDN",32,195,30
4,2002,"HLN",60,149,30
4,1998,"CVG",6784,28247,30
4,1998,"DAB",270,3620,30
4,1998,"DAL",3905,17085,30
4,1998,"DAY",864,7049,30
4,1998,"DCA",7022,37061,30
4,1998,"DEN",11076,45347,30
4,1998,"DFW",20208,11492,30
4,1998,"DLG",17,61,30
4,1998,"DLH",109,721,30
4,1998,"DSM",573,3319,30
4,1998,"DTW",12803,119661,30
4,1998,"DUT",60,510,30
4,1998,"EGE",62,406,30
4,1998,"ELM",112,498,30
4,1998,"ELP",2081,11117,30
4,1998,"ERI",116,343,30
4,1998,"EUG",179,2258,30
4,1998,"EWR",9933,149201,30
4,1998,"FAI",418,1684,30
4,1998,"FAR",179,1451,30
4,1994,"DLG",15,159,30
4,1994,"DLH",146,876,30
4,1994,"DSM",748,4723,30
4,1994,"DTW",11124,14817,30
4,1994,"DUT",30,208,30
4,1994,"EGE",12,19,30
4,1994,"ELM",119,158,30
4,1994,"ELP",2291,8889,30
4,1994,"ERI",117,347,30
4,1994,"EUG",175,1179,30
4,1994,"EVV",111,582,30
4,1994,"EWR",9627,116417,30
4,1994,"FAI",336,1561,30
4,1994,"FAR",163,621,30
4,1994,"FAT",263,1366,30
4,1994,"FAY",247,504,30
4,1994,"FCA",59,179,30
4,1994,"FLL",3467,21796,30
4,1994,"FNT",59,352,30
4,1994,"FSD",258,211,30
4,1994,"FWA",248,964,30
4,1994,"GEG",563,2028,30
4,1994,"GFK",112,370,30
4,1994,"GJT",26,341,30
4,1994,"GNV",118,546,30
4,1994,"GRB",214,856,30
4,1994,"GRR",781,3975,30
4,1994,"GSO",2707,13775,30
4,1994,"GSP",1127,6712,30
4,1994,"GTF",204,523,30
4,1994,"GUC",7,49,30
4,1994,"HDN",20,-117,30
4,1994,"HLN",89,170,30
4,1994,"HNL",1030,939,30
4,1994,"HOU",4491,20252,30
4,1994,"HPN",456,-114,30
4,1994,"HRL",437,3013,30
4,1994,"HSV",597,4515,30
4,1994,"HTS",111,-119,30
4,1994,"HVN",84,189,30
4,1994,"IAD",2621,12539,30
4,1994,"IAH",8099,45297,30
4,1994,"ICT",586,4765,30
4,1994,"IDA",87,126,30
4,1994,"ILM",172,627,30
4,2007,"SRQ",825,6373,30
4,2007,"STL",5285,35095,30
4,2007,"STT",312,2815,30
4,2007,"STX",44,16,30
4,2007,"SUN",199,-1046,30
4,2007,"SUX",37,-73,30
4,2007,"SWF",451,5706,30
4,2007,"SYR",1154,17646,30
4,2007,"TLH",335,242,30
4,2007,"TOL",175,2033,30
4,2007,"TPA",7060,47949,30
4,2007,"TRI",82,554,30
4,2007,"TTN",94,2465,30
4,2003,"CLL",242,-894,30
4,2003,"CLT",8176,10812,30
4,2003,"CMH",2931,1128,30
4,2003,"CMI",143,577,30
4,2003,"COD",60,-308,30
4,2003,"COS",1025,-2157,30
4,2003,"CPR",120,-46,30
4,2003,"CRP",582,-2,30
4,2003,"CRW",476,1404,30
4,2003,"CSG",180,1456,30
4,2003,"CVG",7280,-3204,30
4,2003,"DAB",214,-481,30
4,2003,"DAL",3830,3726,30
4,2006,"BZN",365,-383,30
4,2006,"CAE",1049,12951,30
4,2006,"CAK",888,5073,30
4,2006,"CDC",89,99,30
4,2006,"CDV",60,64,30
4,2003,"DHN",150,1373,30
4,2003,"DLG",15,-36,30
4,2003,"DLH",111,938,30
4,2003,"DRO",148,883,30
4,2003,"DSM",778,987,30
4,2003,"DTW",11489,-17538,30
4,2003,"DUT",51,355,30
4,2003,"EFD",124,268,30
4,2003,"EGE",34,407,30
4,2003,"EKO",290,-809,30
4,2003,"ELP",1689,2587,30
4,2003,"EUG",294,-343,30
4,2003,"EVV",327,506,30
4,2003,"EWR",12246,30397,30
4,2003,"EYW",65,570,30
4,1995,"ORD",24097,146549,30
4,1995,"ORF",1566,7959,30
4,1995,"OTZ",76,830,30
4,2003,"FAY",146,1068,30
4,2003,"FCA",150,-1838,30
4,2003,"FLL",5298,1879,30
4,2003,"FLO",90,383,30
4,2003,"FMN",2,NA,30
4,2003,"FNT",270,549,30
4,2003,"FSD",244,163,30
4,2003,"FSM",198,-694,30
4,2003,"FWA",513,1832,30
4,2003,"GEG",1177,-2209,30
4,2003,"GFK",86,494,30
4,1991,"CRW",228,-775,30
4,1991,"CSG",85,1086,30
4,1991,"CVG",5499,12831,30
4,1991,"DAB",476,1576,30
4,1991,"DAL",3294,35325,30
4,1991,"DAY",2750,5706,30
4,1991,"DCA",6937,16729,30
4,1991,"DEN",11331,94624,30
4,1991,"DET",408,2615,30
4,1991,"DFW",20019,108960,30
4,1991,"DLH",140,-516,30
4,1991,"DRO",89,80,30
4,1991,"DSM",886,3372,30
4,1991,"DTW",10150,-463,30
4,1991,"EGE",19,-174,30
4,1991,"ELM",113,803,30
4,2003,"HRL",490,348,30
4,2003,"HSV",502,67,30
4,2003,"HTS",90,456,30
4,2003,"IAD",8308,337,30
4,2003,"IAH",14606,-24565,30
4,2003,"ICT",778,1563,30
4,2003,"IDA",265,-967,30
4,2003,"ILE",399,117,30
4,2003,"ILM",230,124,30
4,2003,"IND",3441,2375,30
4,2003,"IPL",59,-23,30
4,2003,"ISP",926,638,30
4,2003,"IYK",87,-586,30
4,2003,"JAC",288,-1721,30
4,2003,"JAN",799,80,30
4,2003,"JAX",2107,4232,30
4,2003,"JFK",6533,-654,30
4,2003,"JNU",305,-190,30
4,2003,"KOA",154,-289,30
4,2003,"KTN",180,1078,30
4,2003,"LAN",438,1717,30
4,1995,"TUL",1709,14179,30
4,1995,"TUS",1677,14429,30
4,1995,"TVC",85,773,30
4,2003,"LEX",574,3544,30
4,2003,"LFT",396,336,30
4,1995,"WRG",59,490,30
4,1995,"YAK",60,605,30
4,2003,"LNK",128,1225,30
4,2003,"LRD",193,-492,30
4,2003,"LIT",1355,-194,30
4,2006,"IND",3120,21769,30
4,2006,"IPL",110,1220,30
4,2006,"ISO",60,622,30
4,2006,"ISP",950,2690,30
4,2006,"ITO",534,-800,30
4,2006,"IYK",85,424,30
4,2006,"JAC",222,-770,30
4,2003,"MDT",691,2405,30
4,2003,"MDW",6875,-6634,30
4,2003,"MEI",206,879,30
4,2003,"MEM",4251,-12830,30
4,2003,"MFE",259,189,30
4,2003,"MFR",330,-842,30
4,2003,"MGM",301,3126,30
4,2003,"MHT",1532,1404,30
4,2003,"MIA",5217,2973,30
4,2003,"MKE",1667,3546,30
4,2003,"MLB",221,742,30
4,1991,"KTN",176,540,30
4,1991,"LAN",228,147,30
4,1991,"LAS",7852,51709,30
4,1991,"LAX",13101,89883,30
4,1991,"LBB",706,5602,30
4,1991,"LEX",438,3428,30
4,2008,"MFR",505,646,30
4,2008,"MGM",322,1913,30
4,2008,"MHT",1596,11443,30
4,2008,"MIA",5348,61006,30
4,2008,"MKE",3865,22865,30
4,2008,"MKG",65,943,30
4,2008,"MLB",173,1806,30
4,2008,"MLI",684,3890,30
4,2008,"MLU",217,339,30
4,2008,"MOB",511,3928,30
4,2003,"OMA",1692,-2476,30
4,2003,"OME",90,502,30
4,2003,"ONT",2821,5405,30
4,2003,"ORD",29435,83110,30
4,2003,"ORF",1842,7662,30
4,2003,"OTZ",90,444,30
4,2003,"OXR",145,-854,30
4,2003,"PBI",2419,1636,30
4,2003,"PDX",4421,-21134,30
4,2003,"PFN",270,3902,30
4,2003,"PHF",316,2216,30
4,2003,"PHL",8997,19796,30
4,2003,"PHX",14285,-28698,30
4,2003,"PIA",320,788,30
4,2003,"PIE",218,-346,30
4,2003,"PIH",150,-403,30
4,2003,"PIT",5324,-4246,30
4,2003,"PNS",550,758,30
4,2003,"PSC",245,-496,30
4,2003,"PSG",60,80,30
4,2003,"PSP",1180,-2155,30
4,2003,"PVD",2261,1567,30
4,2003,"PWM",725,1972,30
4,2003,"RAP",301,-719,30
4,2003,"RDD",175,5,30
4,2003,"RDM",232,-884,30
4,2003,"RDU",4159,9370,30
4,2003,"RIC",1308,3129,30
4,2003,"RNO",2109,1118,30
4,2003,"ROA",408,2060,30
4,2003,"ROC",1421,1996,30
4,2003,"RST",161,-38,30
4,2003,"RSW",2058,961,30
4,2003,"SAN",6605,-5489,30
4,2003,"SAT",3120,2259,30
4,2003,"SAV",716,2187,30
4,2003,"SBA",870,-2829,30
4,2003,"SBN",343,1525,30
4,2003,"SBP",498,-2527,30
4,2003,"SCC",38,-25,30
4,1997,"MSY",3930,45057,30
4,2003,"SDF",1724,956,30
4,2003,"SEA",8063,-46841,30
4,2003,"SFO",9676,-7527,30
4,2006,"PIT",3808,25013,30
4,2006,"PNS",810,6037,30
4,2006,"PSC",178,-290,30
4,2006,"PSE",30,-271,30
4,2006,"PSG",60,85,30
4,2006,"PSP",1264,10076,30
4,2006,"PVD",2251,13394,30
4,2006,"PWM",533,5331,30
4,2006,"RAP",364,123,30
4,2006,"RDD",174,4681,30
4,2006,"RDM",315,1327,30
4,2006,"RDU",4614,38704,30
4,2006,"RFD",55,-232,30
4,2006,"RIC",1525,14310,30
4,2006,"RNO",2180,16803,30
4,2006,"ROA",332,2029,30
4,2006,"ROC",1375,12020,30
4,2006,"RST",213,1434,30
4,2006,"RSW",2858,-1212,30
4,2006,"SAN",7468,56851,30
4,2006,"SAT",3630,21579,30
4,2006,"SAV",1076,8787,30
4,2006,"SBA",1240,10465,30
4,2006,"SBN",128,904,30
4,2006,"SBP",568,4751,30
4,2006,"SCC",25,131,30
4,2006,"SCE",85,-195,30
4,2006,"SDF",1583,11664,30
4,2006,"SEA",8524,39325,30
4,2006,"SFO",10824,159900,30
4,2006,"SGF",734,9277,30
4,2006,"SGU",253,1519,30
4,1997,"SCC",30,116,30
4,1997,"SDF",2092,13686,30
4,1989,"ROR",42,504,30
4,1989,"RST",230,1213,30
4,1989,"RSW",1485,7436,30
4,1989,"SAN",5174,21593,30
4,1989,"SAT",2710,8341,30
4,1989,"SAV",690,4022,30
4,1989,"SBA",261,750,30
4,1989,"SBN",223,1362,30
4,1989,"SCC",42,34,30
4,1989,"SCK",75,-83,30
4,1989,"SDF",1647,10159,30
4,1989,"SEA",5788,21209,30
4,1989,"SFO",10637,102368,30
4,1989,"SGF",217,1246,30
4,1989,"SHV",612,2043,30
4,1989,"SIT",92,58,30
4,1989,"SJC",3694,13598,30
4,1989,"SJU",1131,1377,30
4,1989,"SLC",5685,22585,30
4,1989,"SMF",2113,8374,30
4,1989,"SNA",2613,8064,30
4,1989,"SPN",66,440,30
4,1989,"SRQ",959,2843,30
4,1989,"STL",10755,60869,30
4,1989,"STT",141,593,30
4,1989,"STX",147,1378,30
4,1989,"SUX",205,620,30
4,1989,"SYR",2302,11993,30
4,1989,"TLH",584,5350,30
4,2002,"CHA",90,1055,30
4,2002,"CHS",389,2221,30
4,2002,"CID",418,1914,30
4,2002,"CLE",3827,4711,30
4,2002,"CLL",175,529,30
4,2002,"CLT",9525,27990,30
4,2002,"CMH",3069,13357,30
4,2002,"CMI",146,1806,30
4,2002,"COS",701,1538,30
4,2002,"CRP",401,3025,30
4,2002,"CVG",5169,34233,30
4,2002,"DAB",126,1005,30
4,2002,"DAL",3611,15099,30
4,2002,"DAY",693,4019,30
4,2002,"DBQ",89,566,30
4,1988,"GFK",83,301,30
4,1988,"GJT",187,-788,30
4,1988,"GNV",195,987,30
4,1988,"GPT",100,353,30
4,1988,"GRB",185,780,30
4,1988,"GRR",783,3935,30
4,1988,"GSO",1886,11160,30
4,1988,"GSP",745,4988,30
4,1988,"GTF",349,-819,30
4,1988,"GUC",4,50,30
4,1988,"GUM",138,727,30
4,1988,"HDN",9,33,30
4,1988,"HLN",90,-25,30
4,1988,"HNL",1224,-1232,30
4,1988,"HOU",4600,12209,30
4,1988,"HPN",166,1466,30
4,1988,"HRL",523,918,30
4,1988,"HSV",462,2130,30
4,1988,"HTS",167,933,30
4,1988,"IAD",3890,13071,30
4,1988,"IAH",7035,52269,30
4,1988,"ICT",909,163,30
4,1988,"IDA",178,-33,30
4,1988,"ILM",365,1523,30
4,1995,"BOS",7497,29453,30
4,1995,"BQN",60,464,30
4,1995,"BRO",60,23,30
4,1995,"BRW",76,225,30
4,1995,"BTR",410,3555,30
4,1995,"BTV",268,808,30
4,1995,"BUF",1703,8476,30
4,1995,"BUR",2640,13111,30
4,1995,"BWI",5598,26992,30
4,1995,"BZN",180,701,30
4,1995,"CAE",445,2958,30
4,1995,"CAK",150,-132,30
4,1995,"CDV",60,540,30
4,1995,"CHA",295,1595,30
4,1995,"CHS",799,3929,30
4,1995,"CID",433,2699,30
4,1995,"CLE",5547,19229,30
4,1995,"CLT",11172,32318,30
4,1995,"CMH",3216,18253,30
4,1995,"COS",845,7765,30
4,1995,"CRP",354,2517,30
4,1995,"CRW",200,1430,30
4,1995,"CSG",85,87,30
4,1990,"HPN",187,1159,30
4,1990,"HRL",537,4573,30
4,1990,"HSV",684,2109,30
4,1990,"HTS",142,-448,30
4,1990,"IAD",4201,13004,30
4,1990,"IAH",7524,57427,30
4,1990,"ICT",1059,4216,30
4,1990,"IDA",144,140,30
4,1990,"ILM",237,219,30
4,1990,"IND",3524,14994,30
4,1990,"ISO",57,-117,30
4,1990,"ISP",413,2384,30
4,1990,"ITH",89,532,30
4,1990,"JAC",120,-92,30
4,1990,"JAN",725,4015,30
4,1990,"JAX",1896,10982,30
4,1990,"JFK",3887,18509,30
4,1990,"JNU",273,576,30
4,1990,"KOA",57,301,30
4,1990,"KTN",168,398,30
4,1990,"LAN",251,-613,30
4,1990,"LAS",7039,25550,30
4,1990,"LAX",13446,60229,30
4,1990,"LBB",788,6719,30
4,1990,"LEX",497,3738,30
4,1990,"LFT",91,156,30
4,1990,"LGA",8833,88333,30
4,1990,"LGB",1128,5909,30
4,1990,"LIH",28,160,30
4,1990,"LIT",1233,10980,30
4,1990,"LNK",341,2151,30
4,1990,"LSE",111,-139,30
4,1990,"LYH",87,15,30
4,1990,"MAF",645,4696,30
4,1990,"MBS",304,1237,30
4,1990,"MCI",3684,18419,30
4,1990,"MCO",6307,29174,30
4,1990,"MDT",529,2496,30
4,1990,"MDW",1856,5011,30
4,1990,"MEM",5482,-6909,30
4,1990,"MFE",163,1753,30
4,1990,"MFR",175,-114,30
4,1990,"MGM",201,399,30
4,1990,"MHT",318,2896,30
4,1990,"MIA",6616,16144,30
4,1990,"MKE",2123,6575,30
4,1990,"MLB",455,2214,30
4,1990,"MLI",330,1439,30
4,1990,"MLU",206,1808,30
4,1990,"MOB",703,3521,30
4,1990,"MOT",166,-106,30
4,1990,"MRY",168,632,30
4,1990,"MSN",624,1549,30
4,2004,"CLL",333,0,30
4,2004,"CLT",8853,-7613,30
4,2004,"CMH",3166,19090,30
4,2004,"CMI",202,2665,30
4,2004,"COD",60,870,30
4,2004,"COS",965,1243,30
4,2004,"CPR",265,1023,30
4,2004,"CRP",717,2751,30
4,2004,"CRW",438,1609,30
4,2004,"CSG",180,-855,30
4,2004,"CVG",17240,-14016,30
4,2004,"DAB",344,1360,30
4,2004,"DAL",3772,22856,30
4,2006,"BNA",4776,28727,30
4,2007,"TUL",2029,18917,30
4,1996,"SYR",929,7704,30
4,1996,"TLH",210,1833,30
4,1991,"ABE",380,1635,30
4,1991,"ABQ",2513,15677,30
4,1991,"ACY",61,256,30
4,1991,"AGS",259,2751,30
4,1991,"ALB",1085,4658,30
4,1991,"AMA",469,4168,30
4,1991,"ANC",1070,102,30
4,1991,"ATL",15101,111764,30
4,1991,"AUS",2351,12757,30
4,1991,"AVL",260,350,30
4,2004,"EFD",135,628,30
4,2004,"EGE",33,942,30
4,2004,"EKO",224,636,30
4,2004,"ELP",1923,9093,30
4,2004,"ERI",90,419,30
4,2006,"CEC",80,355,30
4,2006,"CHA",386,1660,30
4,2006,"CHO",179,343,30
4,2006,"CHS",983,7675,30
4,2006,"CIC",112,2814,30
4,2006,"CID",777,7165,30
4,2006,"CLD",246,2004,30
4,2006,"CLE",7151,31270,30
4,2006,"CLL",120,504,30
4,2006,"CLT",9584,44433,30
4,2006,"CMH",2804,24145,30
4,2006,"CMI",316,3795,30
4,2006,"COD",90,-190,30
4,2006,"COS",1480,9518,30
4,2006,"CPR",260,108,30
4,2006,"CRP",774,8476,30
4,2003,"FAI",398,-2009,30
4,2003,"FAR",357,-38,30
4,2003,"FAT",1052,-2946,30
4,2006,"CWA",89,659,30
4,2006,"DAB",341,2919,30
4,2006,"DAL",4091,15769,30
4,2006,"DAY",1095,10033,30
4,2006,"DBQ",115,641,30
4,2006,"DCA",7774,36961,30
4,2006,"DEN",18308,44728,30
4,2006,"DFW",24723,177328,30
4,2006,"DHN",162,1161,30
4,2006,"DLG",14,-25,30
4,2003,"GGG",107,-439,30
4,2003,"GJT",377,-1073,30
4,2003,"GNV",206,1673,30
4,2003,"GPT",504,1660,30
4,2003,"GRB",351,480,30
4,2003,"GRR",1083,4135,30
4,2003,"GSO",1072,1009,30
4,2003,"GSP",965,1046,30
4,2003,"GTF",240,-845,30
4,2003,"GTR",241,704,30
4,2003,"GUC",2,-32,30
4,2003,"HDN",13,37,30
4,2003,"HLN",90,-568,30
4,2003,"HNL",970,3733,30
4,2003,"HOU",4741,-1444,30
4,2003,"HPN",621,1992,30
4,2006,"FCA",200,-483,30
4,2006,"FLG",149,782,30
4,2006,"FLL",6214,238,30
4,2006,"FLO",60,581,30
4,2006,"FNT",638,3953,30
4,2006,"FSD",438,953,30
4,2006,"FSM",145,1895,30
4,2006,"FWA",556,4712,30
4,2006,"GEG",1057,5518,30
4,2006,"GFK",83,339,30
4,2006,"GGG",90,996,30
4,2006,"GJT",381,-50,30
4,2006,"GNV",161,1296,30
4,2006,"GPT",553,3629,30
4,2006,"GRB",640,3699,30
4,2006,"GRK",404,5470,30
4,2006,"GRR",1401,8551,30
4,2006,"GSO",1122,12569,30
4,2006,"GSP",928,8087,30
4,2006,"GTF",323,-309,30
4,2006,"GTR",60,189,30
4,2003,"LAS",11633,-24608,30
4,2003,"LAW",153,-30,30
4,2003,"LAX",17924,-54158,30
4,2003,"LBB",856,1430,30
4,2003,"LCH",129,-1193,30
4,2006,"HSV",776,5143,30
4,2003,"LGA",8460,-4011,30
4,2003,"LGB",822,-1241,30
4,2003,"LIH",126,-867,30
4,2006,"IAH",18268,140258,30
4,2006,"ICT",1044,11406,30
4,2006,"IDA",207,335,30
4,2006,"ILM",276,3124,30
4,2004,"MHT",1782,8292,30
4,2004,"MIA",5534,12126,30
4,2004,"MKE",1848,9254,30
4,2004,"MKK",30,29,30
4,2004,"MLB",220,933,30
4,2006,"JAN",899,7109,30
4,2006,"JAX",2594,10732,30
4,2006,"JFK",8629,50108,30
4,2006,"JNU",303,-306,30
4,2006,"KOA",1002,-1583,30
4,2006,"KTN",180,304,30
4,2006,"LAN",428,2280,30
4,2006,"LAS",15238,120627,30
4,2006,"LAW",174,1169,30
4,2006,"LAX",18871,143773,30
4,2003,"MLI",215,1040,30
4,2003,"MLU",288,353,30
4,2003,"MOB",366,123,30
4,2003,"MOD",116,-609,30
4,2003,"MOT",90,-400,30
4,2003,"MQT",26,344,30
4,2003,"MRY",575,-2066,30
4,2003,"MSN",592,571,30
4,2003,"MSO",271,-1472,30
4,2003,"MSP",11620,-37487,30
4,2003,"MSY",4301,3932,30
4,2003,"MTJ",105,127,30
4,2003,"MYR",473,2482,30
4,2003,"OAK",5346,2043,30
4,2003,"OGG",404,739,30
4,2003,"OKC",2101,881,30
4,1991,"MCI",3907,7782,30
4,1991,"MCO",6739,25594,30
4,2008,"MOT",90,548,30
4,2008,"MQT",82,5423,30
4,2008,"MRY",692,892,30
4,2008,"MSN",1116,10402,30
4,2008,"MSO",202,282,30
4,2008,"MSP",11356,71697,30
4,2008,"MSY",3426,21852,30
4,2008,"MTJ",135,22,30
4,2008,"MYR",447,5252,30
4,2008,"OAJ",90,981,30
4,2008,"OAK",5512,15304,30
4,2008,"OGG",1460,11341,30
4,2008,"OKC",2234,16060,30
4,2008,"OMA",2226,14461,30
4,2008,"OME",90,702,30
4,2008,"ONT",3322,16021,30
4,1997,"MAF",536,5970,30
4,1997,"MBS",349,2411,30
4,1997,"MCI",4590,33225,30
4,1997,"MCO",7658,65888,30
4,1997,"MDT",652,5631,30
4,1997,"MDW",3572,21144,30
4,1997,"MEM",4274,29527,30
4,1997,"MFE",300,2440,30
4,1997,"MFR",90,1014,30
4,1997,"MGM",180,885,30
4,1997,"MHT",356,2152,30
4,1997,"MIA",5425,50472,30
4,1997,"MKE",1252,10359,30
4,1997,"MLB",270,2843,30
4,1997,"MLI",129,433,30
4,1997,"MLU",180,962,30
4,1997,"MOB",360,4077,30
4,1997,"MOT",90,309,30
4,1997,"MRY",60,552,30
4,1997,"MSN",357,2690,30
4,1997,"MSO",150,425,30
4,1997,"MSP",11407,57951,30
4,2006,"PHF",551,3939,30
4,1997,"MTJ",2,-16,30
4,1997,"MYR",188,2227,30
4,1997,"OAK",4892,16467,30
4,1997,"OGG",239,1840,30
4,1997,"OKC",1729,12874,30
4,1997,"OMA",1472,10653,30
4,1997,"OME",60,654,30
4,1997,"ONT",3005,14232,30
4,1997,"ORD",24654,154702,30
4,1997,"ORF",1359,5598,30
4,1997,"OTZ",60,429,30
4,1997,"PBI",2233,19082,30
4,1997,"PDX",4517,33340,30
4,1997,"PHL",8863,54607,30
4,1997,"PHX",13806,112820,30
4,1997,"PIT",9887,24623,30
4,1997,"PNS",476,4478,30
4,1997,"PSC",120,580,30
4,1997,"PSG",60,903,30
4,1997,"PSP",398,1717,30
4,1997,"PVD",1685,9868,30
4,1997,"PWM",526,4340,30
4,1997,"RAP",85,-187,30
4,1997,"RDU",2159,15689,30
4,1997,"RIC",1290,7236,30
4,1997,"RNO",2258,14709,30
4,1997,"ROA",240,735,30
4,1997,"ROC",1250,9231,30
4,1997,"RST",269,1405,30
4,1997,"RSW",1540,15448,30
4,1997,"SAN",5549,23961,30
4,1997,"SAT",3196,37521,30
4,1997,"SAV",423,4834,30
4,1997,"SBA",116,862,30
4,1997,"SBN",290,508,30
4,2007,"GPT",594,4666,30
4,2007,"GRB",730,6259,30
4,2007,"GRK",430,2247,30
4,2007,"GRR",1357,12927,30
4,2007,"GSO",1212,12092,30
4,2007,"GSP",1111,7689,30
4,2007,"GTF",288,840,30
4,2007,"GTR",86,88,30
4,2007,"GUC",93,112,30
4,2007,"HDN",162,15,30
4,2007,"HHH",90,1599,30
4,1996,"CLT",10586,63226,30
4,1996,"CMH",3201,29842,30
4,1996,"COS",1255,9633,30
4,1996,"CRP",315,785,30
4,1996,"CRW",134,1022,30
4,1996,"CVG",7020,42509,30
4,1996,"DAB",333,2697,30
4,1996,"DAL",4016,20343,30
4,1996,"DAY",1123,6964,30
4,1996,"DCA",6886,43517,30
4,1996,"DEN",10642,15447,30
4,1996,"DFW",20225,115046,30
4,1996,"DLG",17,313,30
4,1996,"DLH",149,495,30
4,1996,"DSM",749,3518,30
4,1996,"DTW",12603,32128,30
4,1996,"DUT",60,196,30
4,1996,"EGE",43,-224,30
4,1996,"ELM",108,865,30
4,1996,"ELP",2224,12883,30
4,1996,"ERI",116,992,30
4,1996,"EUG",180,171,30
4,1996,"EWR",9175,136827,30
4,1996,"FAI",341,2486,30
4,1996,"FAR",178,571,30
4,1996,"FAT",167,1591,30
4,1989,"TUS",1617,3522,30
4,1989,"TVL",77,223,30
4,1989,"TYS",707,3690,30
4,1989,"UCA",87,423,30
4,1989,"VPS",84,252,30
4,1989,"WRG",53,-76,30
4,1989,"YAK",55,293,30
4,1989,"YAP",22,294,30
4,1989,"YKM",59,-117,30
4,1989,"YUM",137,444,30
4,1995,"ABE",559,2287,30
4,1995,"ABQ",2985,22536,30
4,1995,"ADQ",30,248,30
4,1995,"AGS",205,1259,30
4,1995,"AKN",21,315,30
4,1995,"ALB",1028,5419,30
4,1995,"AMA",345,2592,30
4,1995,"ANC",1292,9239,30
4,1995,"ANI",9,101,30
4,1995,"ATL",18669,107097,30
4,1995,"AUS",2934,16836,30
4,1995,"AVL",231,1412,30
4,1995,"AVP",210,1497,30
4,1995,"AZO",230,657,30
4,1995,"BDL",2257,9822,30
4,1995,"BET",71,507,30
4,1995,"BFL",30,690,30
4,1995,"BGM",114,563,30
4,1995,"BGR",150,38,30
4,1995,"BHM",1431,7752,30
4,1995,"BIL",297,1541,30
4,1995,"BIS",115,257,30
4,1995,"BNA",3699,13426,30
4,1995,"BOI",689,2412,30
4,1999,"STX",90,-231,30
4,1999,"SUX",56,-13,30
4,1999,"SWF",120,1799,30
4,1999,"SYR",956,10448,30
4,1999,"TLH",210,1602,30
4,1999,"TOL",86,669,30
4,1999,"TPA",4958,45231,30
4,1999,"TRI",112,388,30
4,1999,"TUL",1547,14557,30
4,1999,"TUS",1590,23756,30
4,1999,"TVC",78,1354,30
4,1999,"TYS",544,3206,30
4,2002,"HNL",922,5945,30
4,2002,"HOU",4626,15246,30
4,2002,"HPN",549,-833,30
4,1996,"MAF",573,1754,30
4,1996,"MBS",318,2185,30
4,1996,"MCI",4490,29991,30
4,1996,"MCO",5725,42071,30
4,1996,"MDT",706,5688,30
4,1996,"MDW",3671,22433,30
4,1996,"MEM",4239,6461,30
4,1996,"MFE",288,1788,30
4,1996,"MFR",90,860,30
4,1996,"MGM",180,835,30
4,1996,"MHT",322,2654,30
4,1996,"MIA",5587,45012,30
4,1996,"MKE",1292,11447,30
4,1996,"MLB",273,1564,30
4,1996,"MLI",110,966,30
4,1996,"MLU",209,1344,30
4,1996,"MOB",360,2146,30
4,1996,"MOT",90,632,30
4,1996,"MRY",60,799,30
4,1996,"MSN",354,1307,30
4,1996,"MSO",150,194,30
4,1996,"MSP",11498,22409,30
4,1996,"MSY",3954,26314,30
4,1996,"MTJ",2,-5,30
4,1996,"MYR",192,1794,30
4,1996,"OAK",5072,22266,30
4,1996,"OGG",210,928,30
4,1996,"OKC",1601,8611,30
