"Month","Year","Dest","Freq","ArrDelay","NDays"
8,2006,"PWM",700,11999,31
8,2006,"RAP",527,4631,31
8,2006,"RDD",178,3299,31
8,2006,"RDM",337,2190,31
8,2006,"RDU",5103,72559,31
8,2006,"RFD",60,422,31
8,2006,"RIC",1759,30627,31
8,2006,"RNO",2286,19458,31
8,2006,"ROA",448,8663,31
8,2006,"ROC",1639,28844,31
8,2006,"RST",246,2858,31
8,2006,"RSW",1786,11087,31
8,2006,"SAN",8231,47715,31
8,2006,"SAT",3659,22525,31
8,2006,"SAV",1186,18475,31
8,2006,"SBA",1231,9855,31
8,2006,"SBN",36,875,31
8,2006,"SBP",613,6294,31
8,2006,"SCC",70,1257,31
8,2006,"SCE",85,126,31
8,2006,"SDF",1583,18026,31
8,2006,"SEA",10287,109150,31
8,2006,"SFO",11850,138922,31
8,1989,"CRP",502,150,31
8,1989,"CRW",349,6024,31
8,1989,"CSG",87,943,31
8,1989,"CVG",5070,49760,31
8,1989,"DAB",548,3728,31
8,1989,"DAL",3115,5670,31
8,1989,"DAY",3003,34280,31
8,1989,"DCA",6597,64540,31
8,1989,"DEN",12337,79993,31
8,1989,"DET",527,4628,31
8,1989,"DFW",19982,101412,31
8,2006,"SOP",26,344,31
8,2006,"SPI",153,1329,31
8,2006,"SPS",210,1009,31
8,2006,"SRQ",497,6495,31
8,2006,"STL",5530,36146,31
8,2006,"STT",230,3151,31
8,2006,"STX",48,408,31
8,2006,"SUN",340,856,31
8,2006,"SUX",1,NA,31
8,2006,"SWF",93,761,31
8,2006,"SYR",1106,16347,31
8,2006,"TLH",323,3818,31
8,2006,"TOL",352,4438,31
8,2006,"TPA",6222,39478,31
8,2006,"TRI",141,2970,31
8,2006,"TUL",1837,20703,31
8,2006,"TUP",62,1407,31
8,2006,"TUS",2082,12933,31
8,2006,"TVC",524,6167,31
8,2006,"TWF",158,154,31
8,2006,"TXK",93,1060,31
8,2006,"TYR",123,1048,31
8,2006,"TYS",876,10318,31
8,2006,"VLD",93,3035,31
8,2006,"VPS",573,9717,31
8,2006,"WRG",62,1019,31
8,2006,"WYS",70,261,31
8,2006,"XNA",1026,10209,31
8,2006,"YAK",62,1237,31
8,2006,"YUM",294,5318,31
8,2007,"FWA",603,8999,31
8,2007,"GEG",1473,11153,31
8,2007,"GFK",99,2150,31
8,2007,"GGG",93,2342,31
8,2007,"GJT",422,3786,31
8,2007,"GNV",169,8625,31
8,1994,"PHF",117,713,31
8,1989,"HOU",4898,20072,31
8,1989,"HPN",191,2339,31
8,1989,"HRL",540,1520,31
8,1989,"HSV",657,3792,31
8,1989,"HTS",166,2663,31
8,1989,"IAD",4200,39492,31
8,1989,"IAH",7814,27452,31
8,1989,"ICT",1130,11113,31
8,1989,"IDA",150,949,31
8,1989,"ILM",268,3906,31
8,1989,"IND",3387,38368,31
8,1989,"ISO",51,283,31
8,2002,"ABE",179,637,31
8,2007,"HNL",5988,11392,31
8,2008,"PHL",8709,36699,31
8,2008,"PHX",16757,60756,31
8,2007,"HRL",425,5456,31
8,2003,"ACT",278,270,31
8,2005,"ABE",376,3859,31
8,2005,"ABI",211,5222,31
8,2005,"ABQ",3300,21986,31
8,2005,"ABY",120,2130,31
8,2005,"ACK",88,1581,31
8,2005,"ACT",212,2377,31
8,2005,"ACV",345,3511,31
8,2005,"ACY",93,600,31
8,2005,"ADK",8,15,31
8,2005,"ADQ",62,612,31
8,2005,"AEX",209,2835,31
8,2005,"AGS",228,5524,31
8,2005,"AKN",56,328,31
8,2005,"ALB",1748,16183,31
8,2005,"AMA",725,8618,31
8,2005,"ANC",2328,43557,31
8,2005,"APF",93,1224,31
8,2005,"ATL",37886,720471,31
8,2005,"ATW",208,3498,31
8,2008,"ROC",1239,17397,31
8,2008,"ROW",88,1221,31
8,2008,"RST",254,-174,31
8,2008,"RSW",1696,8820,31
8,2008,"SAN",8346,41868,31
8,2008,"SAT",4029,29178,31
8,2008,"SAV",1328,12164,31
8,2008,"SBA",1071,2648,31
8,2008,"SBN",473,936,31
8,2008,"SBP",530,695,31
8,2008,"SCC",62,831,31
8,2008,"SCE",54,-21,31
8,2008,"SDF",1917,9801,31
8,2008,"SEA",10441,60173,31
8,2008,"SFO",12646,138461,31
8,2008,"SGF",883,3965,31
8,2008,"SGU",253,-731,31
8,2008,"SHV",720,3612,31
8,2008,"SIT",155,1127,31
8,2008,"SJC",5034,16895,31
8,2008,"SJT",154,1238,31
8,2008,"SJU",2025,31281,31
8,2008,"SLC",12382,2516,31
8,2008,"SLE",48,-249,31
8,2003,"CEC",86,-840,31
8,2003,"CHA",368,5400,31
8,2003,"CHO",245,2080,31
8,2005,"BZN",516,3633,31
8,2008,"SPS",204,704,31
8,2008,"SRQ",449,4826,31
8,2008,"STL",5504,26731,31
8,2008,"STT",240,3119,31
8,2008,"STX",38,861,31
8,2008,"SUN",314,-703,31
8,2008,"SWF",425,2413,31
8,2008,"SYR",1171,14168,31
8,2006,"ABI",244,2915,31
8,2006,"ABQ",3284,18573,31
8,2006,"ABY",120,3067,31
8,2006,"ACK",93,1835,31
8,2006,"ACT",244,1158,31
8,2006,"ACV",332,4533,31
8,2008,"TVC",594,735,31
8,2008,"TWF",123,-164,31
8,2008,"TXK",121,162,31
8,2008,"TYR",153,804,31
8,2008,"TYS",1257,7612,31
8,2008,"VLD",79,765,31
8,2008,"VPS",630,6650,31
8,2008,"WRG",62,1176,31
8,2008,"WYS",72,-477,31
8,1995,"BOI",907,5275,31
8,1995,"BOS",7987,72247,31
8,1995,"BQN",93,758,31
8,1995,"BRO",58,348,31
8,1995,"BRW",103,1518,31
8,1995,"BTR",395,2408,31
8,1995,"BTV",310,3044,31
8,1995,"BUF",1662,13894,31
8,1995,"BUR",2764,8184,31
8,1995,"BWI",5447,41798,31
8,1995,"BZN",190,1880,31
8,1995,"CAE",465,5619,31
8,1995,"CAK",128,-48,31
8,1995,"CDV",62,823,31
8,1995,"CHA",306,1990,31
8,1995,"CHS",744,6366,31
8,1995,"CID",480,5042,31
8,1995,"CLE",5620,30387,31
8,1995,"CLT",10808,56853,31
8,1995,"CMH",3274,31824,31
8,1995,"COS",1135,8296,31
8,1995,"CRP",357,2093,31
8,1995,"CRW",147,1098,31
8,1995,"CSG",93,493,31
8,1995,"CVG",6914,35319,31
8,1995,"DAB",341,2382,31
8,1995,"DAL",3966,13955,31
8,1995,"DAY",1246,7807,31
8,1995,"DCA",7215,38007,31
8,1995,"DEN",11167,40398,31
8,1995,"DFW",23302,16181,31
8,1995,"DLG",62,501,31
8,2007,"RHI",30,191,31
8,2007,"RIC",1701,32071,31
8,2007,"RNO",2354,21600,31
8,2007,"ROA",251,4661,31
8,2007,"ROC",1515,28235,31
8,2007,"RST",364,5110,31
8,2007,"RSW",1698,9463,31
8,2007,"SAN",8854,69175,31
8,2007,"SAT",4245,39195,31
8,2007,"SAV",1249,17434,31
8,2007,"SBA",1231,5031,31
8,2007,"SBN",456,8525,31
8,2007,"SBP",623,4501,31
8,2007,"SCC",62,1711,31
8,2007,"SCE",61,1824,31
8,2007,"SDF",1986,17953,31
8,2007,"SEA",10130,146675,31
8,2005,"HLN",214,355,31
8,2005,"HNL",3375,3650,31
8,2005,"HOU",5002,49052,31
8,2005,"HPN",518,3982,31
8,2005,"HRL",510,4986,31
8,2005,"HSV",1060,10433,31
8,2005,"HTS",104,-216,31
8,2005,"HVN",89,474,31
8,2005,"IAD",11064,59514,31
8,2005,"IAH",18664,122378,31
8,2005,"ICT",825,8514,31
8,2005,"IDA",275,0,31
8,2005,"ILM",387,4017,31
8,2005,"IND",3829,31300,31
8,2005,"IPL",62,32,31
8,2005,"ISO",64,900,31
8,2005,"ISP",1123,5259,31
8,2003,"LAX",19253,11573,31
8,2003,"LBB",798,3859,31
8,2003,"LCH",138,68,31
8,2003,"LEX",586,8590,31
8,2003,"LFT",281,108,31
8,2003,"LGA",9302,152122,31
8,2003,"LGB",943,406,31
8,2003,"LIH",152,664,31
8,2003,"LIT",1358,8125,31
8,2003,"LNK",183,1868,31
8,2003,"LRD",189,318,31
8,2003,"LSE",125,877,31
8,2003,"LWB",31,84,31
8,2003,"LYH",93,597,31
8,2003,"MAF",662,3548,31
8,2003,"MBS",360,2136,31
8,2003,"MCI",5057,25059,31
8,2003,"MCN",153,2387,31
8,2003,"MCO",7988,75170,31
8,2003,"MDT",738,8218,31
8,2003,"MDW",7277,35825,31
8,2002,"RAP",129,919,31
8,2002,"RDU",4095,18726,31
8,2002,"RIC",1266,3589,31
8,2002,"RNO",2086,9741,31
8,2003,"MFR",360,-780,31
8,2003,"MGM",309,6751,31
8,2003,"MHT",1628,16161,31
8,2005,"MBS",203,2848,31
8,2005,"MCI",4956,42438,31
8,2005,"MCN",89,3236,31
8,2005,"MCO",10000,85601,31
8,2005,"MDT",670,5967,31
8,2005,"MDW",8621,21408,31
8,2003,"MOT",92,136,31
8,2003,"MQT",25,354,31
8,2003,"MRY",612,-2219,31
8,2003,"MSN",640,4077,31
8,2003,"MSO",241,529,31
8,2003,"MSP",12887,7481,31
8,2003,"MSY",4413,32318,31
8,2003,"MTJ",186,262,31
8,2003,"MYR",554,7578,31
8,2003,"OAK",5842,19289,31
8,2003,"OGG",498,4408,31
8,2003,"OKC",1950,13704,31
8,2003,"OMA",1702,10544,31
8,2003,"OME",93,575,31
8,2003,"ONT",3065,11995,31
8,2003,"ORD",31121,274301,31
8,2003,"ORF",1897,20651,31
8,2003,"OTZ",93,777,31
8,2003,"OXR",153,-900,31
8,2003,"PBI",1812,18620,31
8,2003,"PDX",4972,9682,31
8,2003,"PFN",270,5254,31
8,2003,"PHF",434,9512,31
8,2003,"PHL",9390,112592,31
8,2003,"PHX",14357,21190,31
8,2003,"PIA",271,2705,31
8,2003,"PIE",223,999,31
8,2003,"PIH",159,312,31
8,2003,"PIT",5459,52849,31
8,2003,"PNS",584,6330,31
8,2003,"PSC",275,584,31
8,2003,"PSG",62,536,31
8,2003,"PSP",705,-215,31
8,2003,"PVD",2403,23592,31
8,2003,"PWM",986,12119,31
8,2003,"RAP",404,-171,31
8,2003,"RDD",184,-807,31
8,2003,"RDM",207,-761,31
8,2003,"RDU",4387,46211,31
8,2003,"RIC",1385,14526,31
8,2003,"RNO",2400,7570,31
8,2003,"ROA",390,3808,31
8,2003,"ROC",1312,19796,31
8,2003,"RST",154,597,31
8,2003,"RSW",1260,9048,31
8,2003,"SAN",7199,26929,31
8,2003,"SAT",3387,21783,31
8,2003,"SAV",815,6814,31
8,2003,"SBA",894,-1193,31
8,2003,"SBN",218,1523,31
8,2005,"RDM",310,802,31
8,2005,"RDU",5288,54715,31
8,2005,"RIC",1835,16412,31
8,2005,"RNO",2465,23256,31
8,2005,"ROA",272,4131,31
8,2005,"ROC",1676,17818,31
8,2005,"ROW",1,NA,31
8,2005,"RST",255,2751,31
8,2005,"RSW",1693,11166,31
8,2005,"SAN",7946,58684,31
8,2005,"SAT",3564,29708,31
8,2005,"SAV",1328,14308,31
8,2005,"SBA",1082,873,31
8,2005,"SBN",297,2986,31
8,2005,"SBP",494,2117,31
8,1994,"RAP",125,-93,31
8,1994,"RDU",3828,14122,31
8,1994,"RIC",1455,12811,31
8,1994,"RNO",1582,8714,31
8,1994,"ROA",263,2735,31
8,1994,"ROC",1499,12584,31
8,1994,"RST",288,256,31
8,1994,"RSW",958,7728,31
8,1994,"SAN",5101,11048,31
8,1994,"SAT",3293,10357,31
8,1994,"SAV",594,4433,31
8,1994,"SBA",180,253,31
8,1994,"SBN",311,846,31
8,1994,"SCC",69,86,31
8,1994,"SDF",1993,14233,31
8,1994,"SEA",7333,33460,31
8,1994,"SFO",10414,35930,31
8,1994,"SGF",147,392,31
8,1994,"SHV",451,1603,31
8,1994,"SIT",181,890,31
8,1994,"SJC",3491,3722,31
8,1994,"SJU",1712,10260,31
8,1994,"SLC",5779,27701,31
8,1994,"SMF",2441,13860,31
8,1994,"SNA",3003,6424,31
8,1994,"SRQ",572,4535,31
8,2004,"VIS",58,40,31
8,2004,"VLD",120,519,31
8,2004,"VPS",571,1971,31
8,2004,"WRG",62,458,31
8,2004,"WYS",60,-76,31
8,2004,"XNA",1115,5882,31
8,2004,"YAK",62,804,31
8,2004,"YUM",96,-206,31
8,2007,"BPT",31,157,31
8,2007,"BQK",92,3246,31
8,2007,"BQN",124,2298,31
8,2007,"BRO",97,-534,31
8,2007,"BRW",62,1211,31
8,2007,"BTM",76,492,31
8,2007,"BTR",845,14678,31
8,2007,"BTV",685,14436,31
8,2007,"BUF",2262,35752,31
8,2007,"BUR",2904,27976,31
8,2007,"BWI",9777,128890,31
8,2007,"BZN",533,6473,31
8,2007,"CAE",886,22377,31
8,2007,"CAK",866,15193,31
8,2007,"CDC",1,NA,31
8,2007,"CDV",62,1635,31
8,2007,"CEC",94,1730,31
8,2007,"CHA",355,6742,31
8,2007,"CHO",96,2341,31
8,2007,"CHS",1375,17553,31
8,2007,"CIC",116,1727,31
8,2007,"CID",992,13577,31
8,2007,"CLD",235,-133,31
8,2007,"CLE",6811,85055,31
8,2007,"CLL",142,2962,31
8,2007,"CLT",10987,110743,31
8,2007,"CMH",3234,51127,31
8,2007,"CMI",244,6645,31
8,2007,"CMX",31,623,31
8,2006,"SGF",817,10895,31
8,2006,"SGU",310,436,31
8,2006,"SHV",606,8644,31
8,2006,"SIT",155,2742,31
8,2006,"SJC",5370,33846,31
8,2006,"SJT",123,1476,31
8,2006,"SJU",2268,25466,31
8,2006,"SLC",12942,27203,31
8,2006,"SMF",4793,35394,31
8,2006,"SMX",147,1801,31
8,2006,"SNA",4598,20866,31
8,2007,"DAY",1413,15729,31
8,2007,"DBQ",124,1606,31
8,2007,"DCA",7791,90413,31
8,2007,"DEN",21412,203279,31
8,2007,"DFW",25777,258842,31
8,2007,"DHN",146,4608,31
8,2007,"DLG",31,338,31
8,2007,"DLH",160,2580,31
8,2007,"DRO",332,2347,31
8,2007,"DSM",1558,24667,31
8,2007,"DTW",15254,181449,31
8,2007,"EGE",182,2394,31
8,2007,"EKO",169,1340,31
8,2007,"ELM",100,1875,31
8,2007,"ELP",1908,14367,31
8,2007,"ERI",135,2417,31
8,2007,"EUG",605,3859,31
8,2007,"EVV",525,6315,31
8,2007,"EWN",87,2247,31
8,2007,"EWR",13498,309058,31
8,2007,"EYW",85,1676,31
8,2007,"FAI",530,8398,31
8,2007,"FAR",434,6913,31
8,2007,"FAT",1407,11972,31
8,2007,"FAY",182,6857,31
8,2007,"FCA",385,3172,31
8,2007,"FLG",186,1892,31
8,2007,"FLL",5460,58794,31
8,2007,"FLO",56,2020,31
8,2007,"FNT",611,10655,31
8,2007,"FSD",626,9303,31
8,2007,"FSM",268,3480,31
8,2008,"MTJ",251,1258,31
8,2008,"MYR",542,6260,31
8,2008,"OAJ",85,353,31
8,2008,"OAK",5222,13512,31
8,2007,"GPT",637,6223,31
8,2008,"OKC",2082,16843,31
8,2007,"GRB",732,10044,31
8,2007,"GRK",468,4979,31
8,2007,"GRR",1484,25417,31
8,2007,"GSO",1312,19666,31
8,2007,"GSP",1171,14816,31
8,2007,"GST",31,451,31
8,2007,"GTF",232,2437,31
8,2007,"GTR",88,2095,31
8,2007,"GUC",93,1030,31
8,2007,"HDN",186,1172,31
8,2007,"HHH",123,4648,31
8,2007,"HLN",168,1757,31
8,2008,"PHF",568,6157,31
8,2003,"ABI",180,229,31
8,2003,"ABQ",3162,11954,31
8,2008,"PIA",474,-481,31
8,2008,"PIH",123,-526,31
8,2008,"PIT",3597,25772,31
8,2008,"PLN",53,59,31
8,2008,"PMD",57,291,31
8,2008,"PNS",924,4324,31
8,2008,"PSC",230,271,31
8,2008,"PSE",62,1673,31
8,2008,"PSG",62,1597,31
8,2008,"PSP",754,2516,31
8,2008,"PVD",1852,13453,31
8,2008,"PWM",821,10512,31
8,2008,"RAP",401,1268,31
8,2008,"RDD",152,1689,31
8,2008,"RDM",303,-49,31
8,2008,"RDU",5317,49331,31
8,2008,"RHI",28,-163,31
8,2008,"RIC",1754,19645,31
8,2008,"RKS",123,205,31
8,2008,"RNO",2115,6902,31
8,2008,"ROA",301,932,31
8,1996,"GRR",797,7937,31
8,1996,"GSO",1396,14423,31
8,1996,"GSP",765,6654,31
8,1996,"GST",31,674,31
8,1996,"GTF",181,1279,31
8,1996,"HLN",93,1708,31
8,1996,"HNL",1080,25443,31
8,1996,"HOU",4882,31038,31
8,1996,"HPN",502,4079,31
8,1996,"HRL",466,2643,31
8,1996,"HSV",483,6903,31
8,1996,"IAD",3311,37673,31
8,1996,"IAH",10817,90692,31
8,1996,"ICT",594,5352,31
8,1996,"IDA",92,452,31
8,1996,"ILM",177,1644,31
8,1996,"IND",2887,31805,31
8,1996,"ISP",271,2932,31
8,1996,"ITH",115,808,31
8,1996,"JAC",160,1501,31
8,1996,"JAN",512,5810,31
8,1996,"JAX",1328,16304,31
8,2005,"BTM",120,324,31
8,2005,"BTR",908,12779,31
8,2008,"SMF",4635,20847,31
8,2008,"SMX",143,-1042,31
8,2008,"SNA",3993,12047,31
8,2008,"SPI",88,67,31
8,2004,"CHO",169,258,31
8,2004,"CHS",1292,9425,31
8,2004,"CIC",94,145,31
8,2004,"CID",463,3360,31
8,2004,"CLD",185,-440,31
8,2004,"CLE",8322,50583,31
8,2004,"CLL",338,534,31
8,2004,"CLT",8822,23718,31
8,2008,"TLH",761,1557,31
8,2008,"TOL",126,275,31
8,2008,"TPA",6455,41911,31
8,2008,"TRI",155,2289,31
8,2008,"TUL",2048,18595,31
8,2008,"TUS",2234,10310,31
8,2005,"CLT",10192,53658,31
8,2005,"CMH",3239,26877,31
8,2005,"CMI",337,3667,31
8,2005,"COD",124,468,31
8,2005,"COS",1331,9046,31
8,2005,"CPR",339,2820,31
8,2005,"CRP",851,8867,31
8,2005,"CRW",366,3129,31
8,2005,"CSG",151,3855,31
8,2005,"CVG",18678,67230,31
8,2005,"DAB",358,7516,31
8,2005,"DAL",3663,37347,31
8,2005,"DAY",1263,13654,31
8,2005,"DBQ",123,328,31
8,2005,"DCA",9200,45728,31
8,2005,"DEN",17827,46011,31
8,2005,"DFW",27451,262042,31
8,2005,"DHN",181,4355,31
8,2005,"DLG",35,409,31
8,2005,"DLH",89,1497,31
8,2005,"DRO",73,230,31
8,2005,"DSM",984,11052,31
8,2005,"DTW",11896,107182,31
8,2005,"EGE",93,1205,31
8,2005,"EKO",173,91,31
8,2005,"ELP",1971,16806,31
8,2005,"ERI",93,-787,31
8,2005,"EUG",519,2342,31
8,2005,"EVV",550,6969,31
8,2005,"EWR",13850,237013,31
8,2005,"EYW",94,1511,31
8,2005,"FAI",580,9492,31
8,2005,"FAR",360,4000,31
8,2005,"FAT",1228,1795,31
8,2005,"FAY",124,2872,31
8,2005,"FCA",339,2365,31
8,2005,"FLL",5674,56290,31
8,2005,"FLO",89,1458,31
8,2005,"FNT",612,9487,31
8,2005,"FSD",345,2752,31
8,2005,"FSM",181,3669,31
8,2005,"FWA",553,5121,31
8,2005,"GEG",1222,12037,31
8,2005,"GFK",87,1626,31
8,2005,"GGG",93,1026,31
8,2005,"GJT",357,1036,31
8,2005,"GNV",217,3889,31
8,2005,"GPT",527,6234,31
8,2005,"GRB",591,5630,31
8,2005,"GRK",457,5079,31
8,2005,"GRR",1367,15496,31
8,2005,"GSO",1673,17519,31
8,2005,"GSP",1159,12118,31
8,2005,"GST",31,290,31
8,2005,"GTF",364,2619,31
8,2005,"GTR",120,1844,31
8,2005,"HDN",29,256,31
8,2005,"HKY",93,1647,31
8,1995,"FSD",364,2957,31
8,1995,"FWA",298,1306,31
8,1995,"GEG",1060,4921,31
8,1995,"GFK",124,1034,31
8,1995,"GNV",124,1355,31
8,1995,"GRB",241,2732,31
8,1995,"GRR",759,9257,31
8,1995,"GSO",2603,16614,31
8,1995,"GSP",698,5867,31
8,1995,"GST",31,238,31
8,1995,"GTF",182,1551,31
8,1995,"GUM",9,46,31
8,1995,"HLN",93,91,31
8,1995,"HNL",1044,19884,31
8,1995,"HOU",4948,22280,31
8,1995,"HPN",522,6843,31
8,1995,"HRL",465,3181,31
8,2005,"ITO",244,-1081,31
8,2005,"IYK",93,87,31
8,2005,"JAC",400,2881,31
8,2005,"JAN",967,11604,31
8,2005,"JAX",2625,24733,31
8,2005,"JFK",9251,116843,31
8,2005,"JNU",562,8168,31
8,2005,"KOA",632,-206,31
8,2005,"KTN",279,4830,31
8,2005,"LAN",292,2711,31
8,2008,"ABE",378,1501,31
8,2008,"ABI",236,2483,31
8,2008,"ABQ",3695,22707,31
8,2008,"ABY",87,1656,31
8,2008,"ACK",186,2943,31
8,2008,"ACT",175,807,31
8,2008,"ACV",355,2701,31
8,2008,"ADK",9,63,31
8,2005,"LGB",985,-653,31
8,2005,"LIH",689,-962,31
8,2005,"LIT",1724,22477,31
8,2005,"LNK",148,274,31
8,2003,"MEI",92,811,31
8,2003,"MEM",4218,12579,31
8,2003,"MFE",241,2957,31
8,2005,"LWB",31,244,31
8,2005,"LWS",62,642,31
8,2005,"LYH",88,722,31
8,2005,"MAF",700,9278,31
8,2006,"GEG",1332,10641,31
8,2006,"GFK",84,1091,31
8,2006,"GGG",93,758,31
8,2006,"GJT",425,4172,31
8,2006,"GNV",178,5522,31
8,2005,"MEI",119,1197,31
8,2005,"MEM",4193,24943,31
8,2005,"MFE",335,2694,31
8,2005,"MFR",515,738,31
8,2005,"MGM",340,7802,31
8,2005,"MHT",2187,16870,31
8,2005,"MIA",5643,61114,31
8,2005,"MKE",1862,19725,31
8,2002,"SIT",186,1310,31
8,2002,"SJC",5287,18536,31
8,2002,"SJT",180,-1157,31
8,2002,"SJU",2107,8296,31
8,2002,"SLC",6048,26742,31
8,2002,"SMF",3441,19641,31
8,2002,"SNA",3686,8807,31
8,2002,"SPS",207,20,31
8,2002,"SRQ",243,706,31
8,2002,"STL",11338,10259,31
8,1998,"STL",15161,63948,31
8,1998,"STT",172,1481,31
8,1998,"STX",93,1008,31
8,1998,"SUX",62,432,31
8,1998,"SWF",124,1540,31
8,1998,"SYR",931,9740,31
8,1998,"TLH",207,718,31
8,1998,"TOL",181,997,31
8,1998,"TPA",4601,40693,31
8,1998,"TRI",119,87,31
8,1998,"TUL",1599,13671,31
8,1998,"TUS",1498,13503,31
8,1998,"TVC",93,1644,31
8,1994,"MLB",299,1338,31
8,1994,"MLI",236,1139,31
8,1994,"MLU",211,1437,31
8,1998,"YAK",62,1468,31
8,2002,"YAK",62,1569,31
8,1999,"ADQ",62,763,31
8,1999,"AGS",93,425,31
8,1999,"AKN",44,619,31
8,1999,"ALB",997,11754,31
8,1999,"AMA",413,3767,31
8,1999,"ANC",2367,23631,31
8,1999,"ATL",22504,183923,31
8,1999,"AUS",3888,22044,31
8,1999,"AVL",124,177,31
8,1999,"AVP",142,1811,31
8,1999,"AZO",190,875,31
8,1999,"BDL",2723,21557,31
8,1999,"BET",88,862,31
8,1999,"BFL",31,-88,31
8,1999,"BGM",89,475,31
8,1999,"BHM",1768,12280,31
8,1999,"BIL",248,2779,31
8,1999,"BIS",124,481,31
8,1999,"BNA",4797,21445,31
8,1999,"BOI",1008,8779,31
8,1999,"BOS",9611,87832,31
8,1999,"BRW",88,686,31
8,1999,"BTR",398,909,31
8,1999,"BTV",245,3588,31
8,1999,"BUF",1690,17821,31
8,1999,"BUR",2435,25133,31
8,1999,"BWI",7118,80732,31
8,1999,"BZN",164,2422,31
8,1999,"CAE",405,4159,31
8,2005,"SCC",31,420,31
8,2005,"SCE",93,-171,31
8,2005,"SDF",2189,23645,31
8,2005,"SEA",9955,109954,31
8,2005,"SFO",11598,97431,31
8,2005,"SGF",780,7794,31
8,2005,"SGU",236,1328,31
8,2005,"SHV",723,11362,31
8,2005,"SIT",155,1869,31
8,2005,"SJC",5368,32485,31
8,2005,"SJT",155,1099,31
8,2005,"SJU",2188,28382,31
8,2005,"SLC",14630,50451,31
8,2005,"SMF",4503,36741,31
8,2005,"SMX",186,-132,31
8,2005,"SNA",4232,20881,31
8,2005,"SPS",240,1438,31
8,2005,"SRQ",538,3658,31
8,2005,"STL",5725,42812,31
8,2005,"STT",257,2907,31
8,2005,"STX",44,187,31
8,2005,"SUN",341,1892,31
8,2005,"SWF",269,1358,31
8,2005,"SYR",1334,12506,31
8,2005,"TLH",495,7345,31
8,2005,"TOL",518,3242,31
8,2005,"TPA",6619,64469,31
8,2005,"TRI",329,4456,31
8,2005,"TUL",1928,22857,31
8,2005,"TUP",93,2052,31
8,2005,"TUS",1628,14257,31
8,2005,"TVC",381,5076,31
8,2005,"TWF",185,401,31
8,2005,"TXK",93,1228,31
8,2005,"TYR",244,2023,31
8,2005,"TYS",1181,12338,31
8,2005,"VIS",62,243,31
8,2005,"VLD",121,3323,31
8,2005,"VPS",693,11125,31
8,2005,"WRG",62,1518,31
8,2005,"WYS",70,499,31
8,2005,"XNA",1242,12755,31
8,2005,"YAK",62,2329,31
8,2005,"YUM",93,660,31
8,2008,"ICT",1166,8829,31
8,2008,"IDA",289,-754,31
8,2008,"ILM",295,3904,31
8,2008,"IND",3696,14546,31
8,2008,"INL",17,-177,31
8,2008,"IPL",52,-139,31
8,2008,"ISP",838,4933,31
8,2008,"ITH",13,9,31
8,2008,"ITO",664,2431,31
8,2008,"IYK",77,-82,31
8,2008,"JAC",509,4281,31
8,2008,"JAN",1076,9369,31
8,2008,"JAX",2786,23338,31
8,2008,"JFK",11420,270618,31
8,2008,"JNU",516,4119,31
8,2008,"KOA",1095,6326,31
8,2008,"KTN",248,2149,31
8,2008,"LAN",335,1014,31
8,2008,"LAS",14708,59453,31
8,2007,"COD",155,645,31
8,2007,"COS",1684,18635,31
8,2007,"CPR",359,1505,31
8,2007,"CRP",534,6832,31
8,2007,"CRW",299,6492,31
8,2007,"CSG",119,3287,31
8,2007,"CVG",9732,84402,31
8,2007,"CWA",151,2977,31
8,2007,"CYS",2,NA,31
8,2007,"DAB",242,2823,31
8,2007,"DAL",4667,38387,31
8,2008,"LNK",246,-325,31
8,2008,"LRD",175,1984,31
8,2008,"LSE",190,320,31
8,2008,"LWB",31,-151,31
8,2008,"LWS",54,-352,31
8,2008,"LYH",52,254,31
8,2008,"MAF",616,4068,31
8,2008,"MBS",280,1647,31
8,2008,"MCI",4809,31172,31
8,2008,"MCN",72,1184,31
8,2008,"MCO",11147,81202,31
8,2008,"MDT",593,2944,31
8,2008,"MDW",7330,7815,31
8,2008,"MEI",60,-200,31
8,2008,"MEM",6786,11300,31
8,2008,"MFE",362,4084,31
8,2008,"MFR",494,2199,31
8,2008,"MGM",336,3331,31
8,2008,"MHT",1580,13199,31
8,2008,"MIA",5194,79046,31
8,2008,"MKE",4109,7693,31
8,2008,"MKG",77,-294,31
8,2008,"MLB",154,1685,31
8,2008,"MLI",732,1987,31
8,2008,"MLU",228,1537,31
8,2008,"MOB",617,2692,31
8,2008,"MOD",147,2560,31
8,2008,"MOT",91,-20,31
8,2008,"MQT",83,-35,31
8,2008,"MRY",689,1760,31
8,2008,"MSN",1272,4781,31
8,2008,"MSO",342,-103,31
8,2008,"MSP",10963,6592,31
8,2008,"MSY",3247,23106,31
8,1997,"SMF",3214,28825,31
8,1997,"SNA",2994,19287,31
8,2008,"OGG",1840,3740,31
8,1997,"STL",15406,92764,31
8,1997,"STT",173,1504,31
8,2008,"OMA",2294,15298,31
8,2008,"OME",92,321,31
8,2008,"ONT",3052,18794,31
8,2008,"ORD",30773,183710,31
8,2008,"ORF",1537,10788,31
8,2008,"OTH",62,1993,31
8,2008,"OTZ",92,1010,31
8,2008,"OXR",101,-433,31
8,2008,"PBI",2011,28437,31
8,2008,"PDX",5289,28655,31
8,2008,"PFN",344,3180,31
8,2003,"ABE",311,1818,31
8,1997,"TYS",762,2561,31
